Gene	Rodriguez_Pineiro_1	Rodriguez_Pineiro_2	Rodriguez_Pineiro_3	Rodriguez_Pineiro_4	Rodriguez_Pineiro_5	Rodriguez_Pineiro_6	Rodriguez_Pineiro_7	Rodriguez_Pineiro_8	Rodriguez_Pineiro_9	Rodriguez_Pineiro_10	Rodriguez_Pineiro_11		Cyt Andreyev	Nucl Andreyev	Microsomes Andreyev	PM Andreyev	ER Andreyev	Mito Andreyev		Cyt Carvalho	Nucl Carvalho	Mit Carvalho		Cyt Boisvert	Nucl Boisvert	Nucleolus Boisvert		Cyt Pinto	Nucl Pinto	Tot Pinto		Cyt Choi	Nucl Choi	Pellet Choi	Nucl soluble Choi		Cyt Mulvey	Nucl Mulvey	Total Mulvey		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar		Cyt Larance	Nucleus Larance	Cytoskeleton Larance	Membrane Larance
MED21	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	97	1		1	100	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
NFYA	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	97	1		1	100	1		1	1	1	1		1	1	1		1	100		1	1	1		1	96	1	4
QKI	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		7	77	16		1	100	1		1	1	1	1		1	1	1		28	72		1	1	1		13	53	6	28
RRP8	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		37	13	50		1	100	1		1	48	52	1		1	1	1		1	100		1	1	1		1	68	32	1
SCAF1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	100	1		1	1	1	1		1	1	1		1	99		1	1	1		1	42	23	35
SNRPG	64	44	22	8	24	24	12	1	1	1	1		1	1	1	1	1	1		45	55	1		12	87	1		8	69	22		1	1	1	1		1	1	1		6	94		1	1	100		22	56	10	11
VWA9	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		20	76	4		1	100	1		1	1	1	1		1	1	1		1	1		37	2	61		1	96	1	4
ZC3HC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	97	1		6	93	1		1	100	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
ACTR8	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	100	1		1	1	1	1		1	1	1		21	79		1	100	1		1	1	1	1
BCL7C	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	85	1	15
BRD8	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		96	1	3		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		33	67	1	1
CCDC137	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	14	81		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		3	63	10	24
CENPB	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		19	48	33		1	100	1		1	1	100	1		1	1	1		1	100		1	100	1		7	51	41	1
CENPH	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		40	43	17		1	100	1		1	1	1	1		1	1	1		1	1		1	100	1		1	67	33	1
CHD2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		40	47	13		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	97	1	3
FAM76B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		78	7	15		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
FBXO28	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	91	1	9
MAX	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		59	40	1		1	100	1		1	1	1	1		1	1	1		19	81		1	100	1		1	77	21	2
MED11	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		11	61	29		1	100	1		1	1	1	1		1	1	1		9	91		1	100	1		42	5	1	53
MED27	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		81	19	1		84	15	1		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
PDLIM7	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		95	3	1		17	83	1		49	23	18	10		62	35	3		1	100		1	74	26		27	20	32	21
PHF14	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		81	13	5		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	100	1	1
POP5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	24	71		1	100	1		1	1	1	1		1	1	1		1	100		1	80	20		1	1	1	1
SAP30	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		80	18	2		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	18	1	82
SAP30L	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
SNIP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		73	23	4		1	91	9		1	1	1	1		1	1	1		1	100		1	100	1		1	86	14	1
SNRNP35	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		38	61	1		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
SPIN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		82	15	4		3	97	1		1	100	1	1		1	1	1		1	100		1	100	1		1	65	17	18
SVIL	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		80	19	1		1	100	1		1	32	68	1		1	1	1		1	1		1	100	1		1	73	27	1
VPS72	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
XPC	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		86	12	2		1	97	3		1	1	1	1		1	1	1		1	100		1	100	1		1	70	29	1
ZCRB1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		50	38	13		1	100	1		1	1	1	1		1	1	1		1	100		1	97	3		1	62	1	38
ZGPAT	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	75	24		1	100	1		1	1	1	1		1	1	1		4	96		1	96	4		1	1	1	1
ZNF687	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		56	29	15		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
ATRX	1	1	1	1	1	1	1	1	1	1	1		18	144	12	1	1	26		1	1	1		80	18	2		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
BRD3	1	1	1	1	1	1	1	1	1	1	1		32	132	1	1	1	36		1	1	1		41	55	5		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	89	1	11
CREB1	1	1	1	1	1	1	1	1	1	1	1		1	152	6	8	1	34		1	1	1		1	97	1		1	100	1		1	1	1	1		1	1	1		4	96		1	1	1		1	67	25	7
INTS12	1	1	1	1	1	1	1	1	1	1	1		1	172	1	1	1	26		1	1	1		1	1	1		1	100	1		1	1	1	1		1	1	1		1	100		1	1	1		1	70	1	30
LIMD2	1	1	1	1	1	1	1	1	1	1	1		16	158	10	4	1	12		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		7	93		1	1	1		100	1	1	1
MBD2	1	1	1	1	1	1	1	1	1	1	1		42	158	1	1	1	1		1	1	1		13	64	24		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	43	1	57
NAA40	1	1	1	1	1	1	1	1	1	1	1		14	104	16	18	10	38		1	1	1		58	15	26		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		11	55	34	1
ORC1	1	1	1	1	1	1	1	1	1	1	1		6	166	1	1	1	28		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	68	1	32
PHF3	1	1	1	1	1	1	1	1	1	1	1		62	128	1	1	1	10		1	1	1		52	42	6		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	64	4	32
RBMXL1	1	1	1	1	1	1	1	1	1	1	1		6	168	8	1	1	14		1	1	1		1	97	1		1	1	1		1	43	30	28		1	1	1		1	100		1	1	1		1	42	53	5
RSF1	1	1	1	1	1	1	1	1	1	1	1		12	172	1	1	1	14		1	1	1		18	80	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	93	1	7
CHERP	1	1	1	1	1	1	1	1	1	1	1		14	96	44	40	1	6		4	96	1		90	9	1		1	10	90		1	1	1	1		1	1	1		1	100		1	100	1		1	45	37	19
DNAJB6	1	1	1	1	1	1	1	1	1	1	1		58	88	20	26	1	6		60	37	3		94	5	1		1	1	100		1	1	1	1		2	3	95		57	43		15	36	49		8	27	50	15
ERCC2	1	1	1	1	1	1	1	1	1	1	1		28	98	1	1	1	74		11	89	1		96	2	2		1	1	100		1	1	1	1		1	1	1		1	99		1	1	1		1	1	1	1
LARP7	1	1	1	1	1	1	1	1	1	1	1		66	52	76	1	1	1		17	82	1		64	14	21		1	19	81		1	1	1	1		1	1	1		8	92		1	100	1		22	7	1	71
NUP205	1	1	1	1	1	1	1	1	1	1	1		48	54	54	40	1	4		5	95	1		36	59	6		1	1	100		17	1	83	1		1	1	1		1	100		5	90	5		1	44	56	1
NUP214	1	1	1	1	1	1	1	1	1	1	1		50	60	76	1	1	12		17	82	1		33	61	7		1	1	100		36	1	64	1		1	1	1		3	97		1	98	2		45	8	36	11
NUP62	1	1	1	1	1	1	1	1	1	1	1		26	104	12	8	1	50		8	92	1		25	72	3		1	11	89		1	1	100	1		12	59	28		7	93		3	46	51		26	13	59	2
OGT	1	1	1	1	1	1	1	1	1	1	1		24	96	30	44	1	6		9	91	1		20	79	1		1	10	90		1	1	1	1		1	1	1		25	75		57	25	18		48	2	1	50
POGZ	1	1	1	1	1	1	1	1	1	1	1		28	144	1	1	1	28		1	98	1		84	11	5		1	15	85		1	1	1	1		1	1	1		1	100		1	100	1		1	56	24	20
POLR2A	1	1	1	1	1	1	1	1	1	1	1		60	104	26	1	1	8		10	90	1		69	25	5		1	7	93		29	57	1	14		1	1	1		4	96		15	78	7		1	42	26	32
RANBP2	6	1	82	1	1	1	4	1	30	32	46		24	90	46	12	8	20		1	99	1		76	20	4		1	1	100		1	22	74	4		1	1	1		2	98		2	97	1		3	29	51	16
RAVER1	1	1	1	1	1	1	1	1	1	1	1		40	34	106	16	1	1		8	91	1		3	89	8		1	1	100		1	1	100	1		1	1	1		1	100		1	73	27		9	32	1	59
RBM10	1	1	1	1	1	1	1	1	1	1	1		30	72	76	16	1	6		1	99	1		76	20	4		1	40	60		1	1	1	1		1	1	1		1	100		1	1	1		1	68	25	7
RRP12	1	1	1	1	1	1	1	1	1	1	1		6	64	112	14	1	4		5	95	1		25	1	71		1	1	100		1	36	50	14		1	1	1		1	100		9	78	13		1	18	62	20
ATAD2	1	1	1	1	1	1	1	1	1	1	200		1	1	1	1	1	1		1	1	1		70	25	5		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	41	59	1
H2AFX	1	1	1	1	1	1	1	1	1	1	200		1	1	1	1	1	1		17	82	1		19	66	15		1	1	1		35	28	22	15		1	1	1		1	1		1	100	1		1	91	9	1
LMNA	1	1	1	1	10	14	14	18	10	20	114		4	158	8	1	14	14		8	92	1		4	85	12		1	1	1		34	28	27	11		1	55	45		1	100		3	91	6		1	25	69	5
MDC1	1	1	1	1	1	1	1	22	24	1	154		1	1	1	1	1	1		1	1	1		15	51	34		1	1	1		1	100	1	1		1	1	1		1	100		1	100	1		1	34	1	64
MKI67	1	1	1	1	1	1	1	1	28	1	172		22	120	6	4	1	48		1	1	1		18	25	57		1	100	1		1	1	1	1		1	1	1		3	97		1	100	1		1	24	18	58
NUP98	1	1	1	1	1	1	1	14	1	40	144		26	150	1	1	4	20		1	99	1		39	50	11		1	1	1		1	24	76	1		1	82	18		1	100		1	98	2		2	44	54	1
TOP2A	1	1	1	1	1	1	28	4	6	24	136		8	116	12	4	48	12		1	1	1		30	52	17		1	100	1		1	31	59	10		1	1	1		1	100		1	99	1		1	65	33	2
UBTF	1	1	1	1	4	20	14	14	26	16	108		16	90	74	8	1	12		5	94	1		54	12	34		2	94	5		1	40	44	16		1	1	1		1	100		1	80	20		1	76	17	7
CWC15	1	1	1	1	172	1	28	1	1	1	1		1	1	1	1	1	1		1	1	1		3	96	1		1	98	2		1	1	1	1		1	1	1		2	98		1	100	1		1	73	7	19
IK	1	1	8	6	86	72	28	1	1	1	1		36	54	104	1	1	6		8	92	1		32	63	6		1	88	12		1	60	1	40		1	1	1		1	100		1	98	2		1	63	36	1
ISY1	1	1	1	1	128	36	22	1	1	1	14		70	104	26	1	1	1		1	1	1		14	32	54		1	100	1		100	1	1	1		69	31	1		2	98		1	100	1		1	35	31	35
PQBP1	1	1	1	1	200	1	1	1	1	1	1		34	56	1	1	1	110		1	1	1		1	75	22		1	98	2		1	1	1	1		1	1	1		2	98		1	42	58		36	31	1	33
PRPF38A	1	1	1	1	200	1	1	1	1	1	1		18	124	28	14	1	16		9	91	1		25	73	1		1	94	6		1	100	1	1		1	1	1		1	100		1	97	3		1	41	59	1
WBP11	1	1	1	1	200	1	1	1	1	1	1		32	110	36	16	1	8		25	74	1		18	67	16		1	86	14		1	100	1	1		1	1	1		1	100		1	45	54		20	26	3	51
CHD4	1	158	38	1	1	1	1	1	1	1	1		4	110	1	1	60	20		1	99	1		19	69	12		1	36	64		13	43	21	23		1	1	1		1	100		1	75	23		1	19	18	63
DDX46	12	188	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	94	3		8	76	16		1	16	84		1	70	1	30		1	1	1		1	99		8	48	44		10	22	16	52
EIF2D	1	200	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		64	35	1		1	1	1		1	1	1		1	1	1	1		1	1	1		29	71		1	1	1		1	50	1	50
ERCC3	1	200	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		81	5	14		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	33	26	41
GOLGA2	58	136	4	1	1	1	1	1	1	1	1		22	1	90	80	8	1		5	81	15		22	77	1		1	39	61		1	67	1	33		1	65	35		29	71		1	8	92		1	7	1	93
GOLGB1	18	170	10	1	1	1	1	1	1	1	1		56	46	12	28	42	16		1	1	1		32	52	15		38	4	58		33	50	17	1		1	1	1		19	81		1	1	99		1	3	5	92
LSM14A	1	188	1	1	1	1	1	1	1	1	12		70	32	88	10	1	1		17	75	9		1	1	1		1	1	100		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	100
LUC7L	1	186	14	1	1	1	1	1	1	1	1		22	72	44	22	1	40		9	91	1		40	51	9		1	1	1		1	1	1	1		97	3	1		1	100		1	83	17		28	11	1	61
NCAPD3	4	196	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	98	1		10	62	28		1	1	1		1	100	1	1		1	1	1		1	100		1	1	100		1	1	1	100
PDS5A	1	200	1	1	1	1	1	1	1	1	1		8	150	8	6	4	22		1	98	1		71	25	4		1	29	71		1	46	54	1		1	1	1		1	100		25	14	62		8	13	2	77
PRRC2A	1	200	1	1	1	1	1	1	1	1	1		66	62	62	8	1	1		45	45	10		1	1	1		1	1	100		1	1	1	1		1	1	1		11	89		1	1	1		18	1	1	82
RBM26	1	200	1	1	1	1	1	1	1	1	1		24	126	36	1	1	14		2	97	1		1	1	1		1	19	81		1	1	1	1		1	1	1		1	100		19	3	78		1	22	1	78
RFC3	1	166	30	4	1	1	1	1	1	1	1		34	80	66	8	1	14		9	91	1		16	64	20		1	1	100		1	1	1	1		1	1	1		18	82		28	30	42		2	5	20	73
SCAF8	10	148	18	24	1	1	1	1	1	1	1		1	1	1	1	1	1		5	95	1		1	1	1		1	1	1		1	1	1	1		1	1	1		2	98		1	1	1		1	13	1	87
SREK1	1	152	48	1	1	1	1	1	1	1	1		1	1	1	1	1	1		4	96	1		1	1	1		1	2	98		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
TSR1	4	114	82	1	1	1	1	1	1	1	1		56	72	60	10	1	1		21	79	1		23	37	40		32	8	59		1	66	1	34		32	68	1		2	98		33	8	59		1	2	1	98
ZFPL1	38	162	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		4	92	3		1	1	1		1	8	92		1	1	1	1		1	1	1		50	50		1	1	1		1	4	5	91
ZNF318	1	200	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
CDC16	1	1	1	1	1	1	1	1	1	1	1		60	78	62	1	1	1		1	1	1		88	11	1		1	1	1		1	1	1	1		1	1	1		13	87		1	12	88		1	1	1	1
CHD8	1	1	1	1	1	1	1	1	1	1	1		46	148	1	1	1	6		1	100	1		16	83	1		1	1	1		1	1	1	1		1	1	1		2	98		1	1	100		1	77	1	23
CREBBP	1	1	1	1	1	1	1	1	1	1	1		18	98	84	1	1	1		1	1	1		43	41	17		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		8	5	1	86
CSTF2	1	1	1	1	1	1	1	1	1	1	1		48	126	4	4	1	20		33	66	1		24	74	1		36	52	12		1	1	1	1		1	1	1		3	97		12	37	51		25	29	6	40
DAXX	1	1	1	1	1	1	1	1	1	1	1		32	106	8	1	1	54		9	90	1		35	42	23		1	100	1		1	1	1	1		1	1	1		1	100		1	1	100		1	1	1	1
EP300	1	1	1	1	1	1	1	1	1	1	1		10	90	70	30	1	1		1	1	1		88	7	5		1	1	1		1	1	1	1		1	1	1		1	100		50	50	1		1	3	1	97
GATAD2B	1	1	1	1	1	1	1	1	1	1	1		14	96	20	18	1	54		1	1	1		51	48	1		1	1	1		1	100	1	1		1	1	1		1	100		1	38	62		1	6	1	94
IRF2BP2	1	1	1	1	1	1	1	1	1	1	1		72	100	1	1	1	28		1	1	1		36	62	3		1	1	1		1	1	1	1		1	1	1		32	68		1	1	100		1	1	1	100
MAD1L1	1	1	1	1	1	1	1	1	1	1	1		38	156	1	1	1	6		10	90	1		59	38	3		1	1	100		1	1	100	1		1	1	1		1	100		1	14	86		2	12	1	85
MNAT1	1	1	1	1	1	1	1	1	1	1	1		80	120	1	1	1	1		1	1	1		1	1	1		1	72	28		1	1	1	1		1	1	1		1	100		69	1	31		16	50	1	33
NCOR1	1	1	1	1	1	1	1	1	1	1	1		24	156	1	1	1	20		1	1	1		53	38	9		1	1	1		1	1	1	1		1	1	1		8	92		1	1	100		1	50	1	50
NCOR2	1	1	1	1	1	1	1	1	1	1	1		30	154	1	1	1	18		1	100	1		14	7	79		1	1	1		1	100	1	1		1	1	1		8	92		1	1	1		1	6	1	94
RBM33	1	1	1	1	1	1	1	1	1	1	1		20	96	86	1	1	1		1	1	1		83	15	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	100		9	1	1	91
RNF20	1	1	1	1	1	1	1	1	1	1	1		36	154	1	1	1	10		5	95	1		1	90	9		1	55	45		1	1	1	100		1	1	1		10	90		21	1	79		1	1	1	98
SLFN5	1	1	1	1	1	1	1	1	1	1	1		26	110	40	10	10	4		1	99	1		6	54	40		1	1	1		1	35	65	1		1	1	1		5	95		32	1	68		23	17	1	60
TBL1XR1	1	1	1	1	1	1	1	1	1	1	1		34	118	1	1	1	48		7	92	1		16	82	1		1	15	85		1	100	1	1		1	1	1		28	72		2	55	43		5	18	1	77
TCERG1	1	1	1	1	1	1	1	1	1	1	1		10	156	14	4	4	12		11	89	1		18	70	12		34	44	22		1	80	1	20		1	1	1		3	97		11	32	57		6	30	12	52
WAPAL	1	1	1	1	1	1	1	1	1	1	1		26	162	4	1	1	4		2	98	1		14	81	4		1	1	1		1	100	1	1		1	1	1		1	100		1	1	100		7	2	1	91
C19orf43	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		33	67	1		14	84	1		1	88	12		1	1	1	1		11	89	1		11	89		7	30	63		1	1	1	99
CDK9	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	94	1		5	43	53		1	85	15		1	1	1	1		1	1	1		12	88		1	72	28		1	1	1	100
CDKN2AIP	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		13	87	1		1	32	64		1	1	1		1	1	1	100		1	1	1		2	98		1	50	50		1	1	1	100
CTR9	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	94	1		4	79	17		1	30	70		1	1	1	1		1	1	1		1	100		1	38	62		31	64	1	5
DNAJC8	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		42	58	1		25	66	9		29	60	11		1	1	1	1		11	34	55		37	63		32	31	37		55	7	1	38
ENY2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	97	1		55	41	4		75	12	13		1	1	1	1		1	1	1		12	88		1	43	57		46	21	11	22
GPKOW	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		14	83	3		1	100	1		1	1	1	1		1	1	1		4	96		8	10	82		9	9	1	82
HDGFRP2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		73	27	1		1	1	1		1	81	19		100	1	1	1		1	1	1		8	92		30	1	69		10	17	18	55
INTS3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		1	98	1		1	38	62		100	1	1	1		1	1	1		1	100		7	31	62		1	83	1	17
IWS1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		19	81	1		18	77	5		1	47	53		1	1	1	1		1	1	1		2	98		1	1	100		1	64	1	36
KDM1A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	94	1		8	77	15		3	75	23		1	41	59	1		1	1	1		5	95		1	1	1		2	28	3	67
MBD3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		51	43	6		1	100	1		1	1	1	1		1	1	1		1	100		1	1	100		1	1	1	99
MEPCE	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		19	81	1		13	54	32		1	1	1		1	1	1	1		1	1	1		2	98		1	1	1		1	1	1	99
PPIL4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		18	82	1		8	47	45		1	97	3		1	1	1	1		1	1	1		36	64		1	87	13		1	8	1	92
TRIM33	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	94	1		61	23	16		1	1	1		1	1	1	1		1	1	1		7	93		6	1	94		1	1	1	99
USP3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		1	76	22		1	100	1		1	1	1	1		1	1	1		1	100		1	67	33		1	47	1	53
APOBEC3C	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		24	74	2		45	29	27		1	1	1		1	1	1	1		1	1	1		16	84		40	56	5		15	36	50	1
BRMS1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	43	1	57
C3orf17	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		47	6	47		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	19	33	47
CCNL1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
CPSF4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		9	91	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	51	49	1
GTF2H4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	98	1		78	17	5		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
HDAC3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		64	27	9		1	1	1		1	1	1	1		1	1	1		22	78		1	100	1		1	1	1	1
HIST2H3PS2	1	22	10	14	26	12	24	16	1	44	30		1	1	1	1	1	1		22	76	1		14	71	14		1	1	1		1	1	1	1		1	1	1		1	99		1	100	1		3	59	37	1
INTS10	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	98	2		78	21	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	85	1	15
LEO1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		75	21	4		1	71	29		1	23	77	1		1	1	1		1	100		1	100	1		7	74	6	13
MCM3AP	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		4	96	1		74	24	1		1	1	1		1	1	100	1		1	1	1		1	100		1	100	1		1	36	64	1
MDN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	98	1		32	65	4		1	1	1		1	62	38	1		1	1	1		45	55		1	100	1		1	43	22	35
MED14	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		92	3	5		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
MED20	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	97	1		1	1	1		1	1	1		1	1	1	1		54	46	1		6	94		5	69	26		87	1	1	13
MED24	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		98	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	100
MED30	12	96	66	8	10	1	4	1	1	1	4		1	1	1	1	1	1		5	95	1		88	10	2		1	1	1		1	1	1	1		1	1	1		2	98		1	100	1		1	1	1	1
MEN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		44	20	36		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	100	1	1
NO66	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	90		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	12	48	39
NOL9	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		56	8	36		1	1	1		1	41	59	1		1	1	1		1	100		1	100	1		1	45	54	1
NUPL1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	96	1		63	22	15		1	1	1		1	1	100	1		1	1	1		8	92		1	100	1		1	1	1	1
PPIL2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		27	73	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
RBM6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		93	5	2		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	66	15	19
SEH1L	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		77	20	2		10	58	31		1	1	1	1		1	1	1		5	95		1	98	1		27	24	48	1
SENP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	98	1		1	1	1		1	1	1		1	1	100	1		1	1	1		1	100		1	100	1		1	52	48	1
SMAD4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		24	76	1		1	1	1		1	1	1		1	1	1	1		100	1	1		1	100		1	100	1		1	1	1	1
TMEM201	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		79	10	11		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	5	95	1
