Gene	Cyt Thakar	Nucl Thakar	TOT Thakar
RNMTL1	1	1	100
RNPC3	1	100	1
RNPEP	84	1	16
RNPS1	1	98	2
ROCK1	84	1	16
ROCK2	83	1	17
ROMO1	1	58	42
ROR2	1	1	100
RP2	32	10	58
RPA1	41	26	34
RPA2	51	36	13
RPA3	37	19	45
RPAP1	99	1	1
RPAP2	90	1	10
RPAP3	90	1	10
RPE	72	1	28
RPIA	100	1	1
RPL10	1	100	1
RPL10A	64	17	19
RPL11	57	17	26
RPL12	54	24	22
RPL13	75	8	18
RPL13A	81	1	18
RPL14	82	2	17
RPL15	87	2	11
RPL17	62	12	26
RPL18	59	1	39
RPL18A	68	6	27
RPL19	79	3	18
RPL21	79	4	17
RPL22	69	14	16
RPL22L1	74	9	17
RPL23	67	16	17
RPL23A	62	11	27
RPL24	69	6	25
RPL26	54	15	31
RPL26L1	96	4	1
RPL27	63	14	23
RPL27A	68	7	24
RPL28	66	4	30
RPL29	76	3	20
RPL3	59	5	36
RPL30	73	14	14
RPL31	68	18	14
RPL32	61	6	33
RPL34	66	6	28
RPL35	65	3	32
RPL35A	63	3	34
RPL36	82	1	17
RPL36A	79	1	20
RPL36AL	77	1	23
RPL37	100	1	1
RPL37A	81	5	14
RPL38	77	12	11
RPL39	71	1	29
RPL4	62	2	35
RPL5	64	10	26
RPL6	66	1	33
RPL7	77	2	21
RPL7A	84	3	13
RPL7L1	1	100	1
RPL8	75	11	13
RPL9	61	6	32
RPLP0	81	3	16
RPLP1	95	1	5
RPLP2	98	1	1
RPN1	2	7	92
RPN2	1	26	73
RPP14	10	65	25
RPP14	10	65	25
RPP25	1	100	1
RPP25L	29	47	24
RPP30	1	100	1
RPP38	1	100	1
RPP40	75	15	10
RPRD1A	1	74	26
RPRD1B	5	59	37
RPRD2	1	96	4
RPS10	79	6	14
RPS11	71	5	24
RPS12	67	12	21
RPS13	68	7	25
RPS14	63	16	21
RPS15	85	1	15
RPS15A	69	13	17
RPS16	66	13	21
RPS17	65	4	31
RPS18	65	12	22
RPS19	73	10	17
RPS19BP1	1	100	1
RPS2	69	9	22
RPS20	71	4	24
RPS21	60	21	19
RPS23	65	2	33
RPS24	75	1	24
RPS25	62	21	18
RPS26	65	9	26
RPS27	90	1	9
RPS27A	33	47	21
RPS27L	69	16	15
RPS28	69	1	30
RPS29	98	1	2
RPS3	71	9	20
RPS3A	54	15	31
RPS4X	67	13	20
RPS5	72	8	20
RPS6	75	6	19
RPS6KA1	88	1	12
RPS6KA3	84	1	16
RPS6KB2	99	1	1
RPS7	64	14	22
RPS8	85	2	13
RPS9	67	6	27
RPSA	65	8	28
RPTOR	99	1	1
RQCD1	71	1	28
RRAGA	100	1	1
RRAGB	1	11	89
RRAGC	50	1	50
RRAGD	1	100	1
RRAS	70	23	7
RRAS2	46	4	50
RRBP1	1	11	89
RREB1	1	100	1
RRM1	85	1	15
RRM2	68	1	32
RRM2B	93	1	7
RRN3	100	1	1
RRP1	1	100	1
RRP12	9	78	13
RRP15	1	99	1
RRP1B	1	100	1
RRP7A	1	100	1
RRP9	1	99	1
RRS1	1	100	1
RSF1	1	100	1
RSL1D1	1	100	1
RSRC2	100	1	1
RSU1	88	1	11
RTCA	77	3	20
RTCB	51	25	24
RTF1	29	32	40
RTFDC1	38	1	62
RTN1	1	100	1
RTN3	3	9	88
RTN4	1	28	72
RTTN	99	1	1
RUFY1	87	1	13
RUVBL1	56	22	23
RUVBL2	67	16	17
RWDD1	1	1	100
RXRB	100	1	1
S100A10	12	6	82
S100A11	80	10	9
S100A13	96	1	4
S100A14	100	1	1
S100A16	77	23	1
S100A4	64	29	7
S100A6	93	1	7
S100A7L2	50	50	1
S100A8	92	1	7
S100A9	100	1	1
S100P	85	6	9
SAAL1	87	1	13
SAC3D1	100	1	1
SACM1L	1	8	92
SACS	100	1	1
SAE1	68	1	32
SAFB	1	99	1
SAFB2	1	100	1
SAMD1	1	100	1
SAMHD1	50	50	1
SAMM50	1	19	81
SAP130	100	1	1
SAP18	1	100	1
SAP30	1	100	1
SAP30BP	1	47	53
SAP30L	1	100	1
SAR1A	60	4	36
SAR1B	65	1	35
SARNP	12	79	9
SARS	92	1	7
SARS2	1	1	100
SART1	1	99	1
SART3	2	3	96
SASS6	86	1	14
SAT2	100	1	1
SBDS	70	1	29
SBF1	100	1	1
SBNO1	51	1	49
SCAMP1	1	1	100
SCAMP2	1	1	100
SCAMP3	1	1	100
SCAP	1	1	100
SCARB1	1	1	100
SCARB2	1	1	100
SCCPDH	1	1	100
SCD	1	24	76
SCFD1	45	1	55
SCFD2	1	1	100
SCO1	1	1	100
SCO2	1	100	1
SCP2	4	11	86
SCRIB	53	1	47
SCRN2	96	1	4
SCRN3	97	1	3
SCYL1	80	1	20
SCYL2	94	1	6
SCYL3	100	1	1
SDAD1	1	100	1
SDCBP	14	3	83
SDF2	1	100	1
SDF2L1	1	50	50
SDHA	3	97	1
SDHB	1	3	96
SDHC	1	1	100
SDHD	1	1	100
SDR39U1	1	1	100
SEC11A	4	21	75
SEC11C	1	1	100
SEC13	67	14	19
SEC16A	37	1	63
SEC22A	50	50	1
SEC22B	6	13	81
SEC23A	88	1	12
SEC23B	88	1	12
SEC23IP	73	1	27
SEC24A	81	1	19
SEC24B	47	1	53
SEC24C	72	1	28
SEC24D	88	1	12
SEC31A	67	1	33
SEC61A1	1	2	98
SEC61B	1	1	100
SEC61G	100	1	1
SEC63	1	1	100
SECTM1	100	1	1
SEH1L	1	98	1
SEL1L	1	1	100
SELENBP1	91	1	9
SELO	100	1	1
SEMG1	100	1	1
SENP1	1	100	1
SENP3	1	100	1
SENP8	100	1	1
SEPHS1	60	1	40
SERBP1	1	11	88
SERPINA1	44	1	56
SERPINB1	79	1	20
SERPINB12	99	1	1
SERPINB2	100	1	1
SERPINB5	83	1	17
SERPINB6	85	1	15
SERPINB8	100	1	1
SERPINH1	16	6	78
SET	55	5	40
SETD3	76	1	24
SETD7	83	1	17
SF1	31	36	33
SF3A1	11	58	32
SF3A2	5	84	11
SF3A3	13	78	9
SF3B1	5	81	14
SF3B2	5	54	41
SF3B3	32	39	28
SF3B4	26	42	32
SF3B5	1	100	1
SF3B6	4	88	8
SFN	86	1	13
SFPQ	48	27	25
SFT2D2	14	1	86
SFXN1	1	21	79
SFXN3	1	12	88
SFXN4	1	1	100
SGMS1	50	50	1
SGPL1	1	1	100
SGTA	80	1	20
SH2D4A	83	1	17
SH3BGRL	82	1	18
SH3BGRL3	72	1	27
SH3GL1	66	1	34
SH3GL2	77	1	23
SH3GLB1	58	1	42
SH3GLB2	100	1	1
SH3PXD2B	63	1	37
SH3RF1	1	100	1
SHC1	98	1	2
SHC3	63	37	1
SHCBP1	30	1	70
SHMT1	64	7	29
SHMT2	2	12	86
SHOC2	97	1	3
SIK2	1	1	100
SIL1	1	4	96
SIN3A	1	100	1
SIN3B	1	100	1
SIPA1	100	1	1
SIRT1	1	1	100
SIRT3	1	100	1
SIRT5	79	1	21
SKIV2L	93	1	7
SKIV2L2	10	79	12
SKP1	59	14	27
SKP2	96	1	4
SLC12A2	1	1	100
SLC12A4	1	1	100
SLC12A5	1	1	100
SLC16A1	7	16	77
SLC16A3	55	11	33
SLC16A6	1	1	100
SLC19A1	1	1	100
SLC1A3	4	3	93
SLC1A4	1	1	100
SLC1A5	38	1	60
SLC25A1	1	40	60
SLC25A10	1	100	1
SLC25A11	1	21	79
SLC25A12	1	38	62
SLC25A13	1	10	90
SLC25A15	1	1	100
SLC25A17	1	1	100
SLC25A19	1	1	100
SLC25A22	1	15	85
SLC25A24	1	1	99
SLC25A26	1	1	100
SLC25A3	4	14	82
SLC25A32	1	1	100
SLC25A35	1	36	64
SLC25A4	1	43	57
SLC25A40	1	1	100
SLC25A46	50	50	1
SLC25A5	2	28	69
SLC25A6	1	16	84
SLC27A2	1	1	100
SLC27A4	1	1	100
SLC2A1	29	13	58
SLC2A14	8	1	92
SLC30A1	54	2	44
SLC30A7	1	3	97
SLC33A1	1	1	100
SLC35B2	50	50	1
SLC35E1	1	1	100
SLC35E4	50	50	1
SLC35F2	1	1	100
SLC37A4	50	50	1
SLC38A1	35	4	61
SLC38A2	1	4	96
SLC39A1	1	27	73
SLC39A10	1	1	100
SLC39A14	1	1	100
SLC39A7	1	1	100
SLC3A2	1	10	90
SLC43A3	75	1	25
SLC44A1	1	1	100
SLC46A1	50	50	1
SLC4A1	1	1	100
SLC4A1AP	10	4	87
SLC4A2	1	1	100
SLC4A7	19	2	79
SLC7A1	1	1	100
SLC7A5	31	6	64
SLC9A3R1	60	1	39
SLCO3A1	1	1	100
SLFN5	32	1	68
SLIRP	6	11	83
SLK	82	1	18
SLMO2	1	1	100
SLTM	1	100	1
SLU7	1	100	1
SMAD2	91	1	9
SMAD4	1	100	1
SMAD9	1	100	1
SMAP1	100	1	1
SMARCA2	1	100	1
SMARCA4	1	94	6
SMARCA5	1	99	1
SMARCAD1	1	1	100
SMARCB1	1	75	25
SMARCC1	1	79	21
SMARCC2	1	60	40
SMARCD1	1	100	1
SMARCD2	1	100	1
SMARCE1	1	100	1
SMC1A	8	78	15
SMC2	80	1	19
SMC3	8	77	14
SMC4	84	2	14
SMC5	1	100	1
SMC6	1	100	1
SMCHD1	16	44	40
SMEK1	1	1	100
SMG1	99	1	1
SMG7	1	1	100
SMG9	97	1	3
SMN1	58	6	36
SMNDC1	19	56	26
SMPD1	1	1	100
SMPD4	1	98	2
SMPDL3B	1	100	1
SMS	82	1	18
SMU1	3	92	5
SMYD3	100	1	1
SMYD5	75	1	25
SNAP23	88	1	12
SNAP25	1	1	100
SNAP29	55	1	45
SNAPIN	85	1	15
SNCA	1	100	1
SNCG	84	1	16
SND1	66	5	29
SNF8	91	1	9
SNIP1	1	100	1
SNRNP200	14	72	15
SNRNP27	1	100	1
SNRNP35	1	100	1
SNRNP40	1	100	1
SNRNP70	2	97	1
SNRPA	1	98	2
SNRPA1	11	75	14
SNRPB	17	81	3
SNRPB2	5	85	10
SNRPC	2	98	1
SNRPD1	33	54	13
SNRPD2	15	75	9
SNRPD3	36	53	11
SNRPE	1	97	3
SNRPF	11	82	7
SNRPG	1	1	100
SNTB2	81	9	10
SNW1	2	84	14
SNX1	78	1	22
SNX12	81	1	19
SNX17	49	25	26
SNX2	83	1	17
SNX24	94	1	6
SNX27	1	1	100
SNX3	65	1	34
SNX4	86	1	14
SNX5	92	1	8
SNX6	68	1	32
SNX8	68	1	32
SOAT1	1	1	100
SOD1	79	1	21
SOD2	5	1	95
SON	1	100	1
SORBS2	1	100	1
SORBS3	100	1	1
SORD	82	1	18
SORT1	1	1	100
SOS1	95	1	5
SOWAHC	100	1	1
SP1	100	1	1
SP140L	1	100	1
SPAG1	69	1	31
SPAG5	94	1	6
SPAG7	72	1	28
SPAG9	84	1	16
SPAST	100	1	1
SPATA5	74	1	26
SPATA5L1	99	1	1
SPATS2	1	1	100
SPATS2L	1	100	1
SPC24	50	1	50
SPC25	100	1	1
SPCS1	1	1	100
SPCS2	1	7	93
SPCS3	1	8	92
SPECC1	1	94	6
SPEF2	1	100	1
SPEN	1	100	1
SPG11	50	50	1
SPG20	81	1	19
SPG21	1	1	100
SPG7	1	1	100
SPHK2	1	1	100
SPIN1	1	100	1
SPIN2A	1	100	1
SPP2	1	100	1
SPR	91	1	9
SPRR1A	100	1	1
SPRYD4	1	1	100
SPTA1	1	1	100
SPTAN1	30	59	11
SPTB	1	1	100
SPTBN1	41	46	13
SPTBN2	4	89	8
SPTLC1	1	1	100
SPTLC2	1	1	100
SQLE	1	1	100
SQRDL	1	1	100
SQSTM1	32	46	22
SRA1	81	1	19
SRBD1	1	95	5
SRCAP	1	100	1
SRFBP1	1	100	1
SRGAP1	100	1	1
SRGAP2	87	1	13
SRI	64	20	15
SRM	68	1	32
SRP14	46	31	22
SRP19	72	1	28
SRP54	74	1	26
SRP68	63	1	36
SRP72	80	1	18
SRP9	53	28	20
SRPK1	80	12	8
SRPK2	62	33	5
SRPR	1	1	99
SRPRB	1	25	75
SRR	100	1	1
SRRD	74	1	26
SRRM2	1	100	1
SRRT	5	71	25
SRXN1	78	1	22
SSB	60	3	37
SSBP1	4	62	34
SSBP3	1	1	100
SSBP4	1	100	1
SSFA2	1	100	1
SSR1	1	23	77
SSR3	1	10	90
SSR4	5	3	92
SSRP1	16	68	16
SSSCA1	81	1	19
SSU72	54	4	43
ST13	75	1	24
STAG1	1	100	1
STAG2	5	90	4
STAM	82	1	18
STAMBPL1	59	1	41
STARD7	59	1	41
STAT1	84	1	16
STAT2	96	1	4
STAT3	81	1	19
STAT5A	72	1	28
STAT6	81	1	19
STEAP4	1	1	100
STIM1	1	1	100
STIP1	66	1	33
STK10	78	1	22
STK24	71	1	29
STK3	92	1	8
STK4	100	1	1
STMN1	80	1	20
STOM	71	6	23
STOML2	1	12	88
STRAP	73	4	23
STRBP	1	100	1
STRIP1	100	1	1
STRN	1	1	100
STRN3	50	50	1
STRN4	1	1	100
STT3A	1	8	92
STT3B	1	1	100
STUB1	65	3	32
STX10	1	13	87
STX12	1	1	100
STX16	1	1	100
STX18	1	1	100
STX3	1	1	100
STX4	1	1	100
STX6	1	41	59
STX8	1	1	100
STXBP1	68	3	29
STXBP2	77	1	23
STXBP3	32	5	63
SUB1	9	44	47
SUCLA2	1	1	100
SUCLG1	1	1	100
SUCLG2	1	1	100
SUDS3	1	100	1
SUGT1	75	1	24
SULT1A3	93	1	7
SULT2B1	100	1	1
SUMF1	1	1	100
SUMF2	1	1	100
SUMO1	19	79	2
SUMO2	65	7	28
SUPT16H	24	28	48
SUPT4H1	28	56	16
SUPT5H	1	35	65
SUPT6H	1	86	14
SUPV3L1	9	40	50
SURF1	1	23	77
SURF4	1	1	100
SUV39H1	1	100	1
SUZ12	1	100	1
SVIL	1	100	1
SWAP70	67	1	33
SYAP1	33	1	67
SYCP1	1	1	100
SYDE1	1	1	100
SYF2	1	97	3
SYMPK	20	42	37
SYN2	1	1	100
SYNCRIP	48	26	26
SYNE1	81	19	1
SYNE2	1	100	1
SYNGR2	11	4	86
SYNJ1	100	1	1
SYNJ2BP	1	1	100
SYNPO	1	100	1
SYPL1	1	1	100
SYPL2	1	1	100
SYS1	50	50	1
TACC2	82	1	18
TACC3	60	1	40
TAF10	1	100	1
TAF15	1	100	1
TAF2	1	100	1
TAF4	1	100	1
TAF5	1	100	1
TAF6	1	100	1
TAF9	1	100	1
TAGLN2	70	1	29
TALDO1	60	4	36
TANC1	86	1	14
TANC2	100	1	1
TAOK1	1	1	100
TAOK2	1	100	1
TAOK3	100	1	1
TAP2	1	1	100
TARBP1	95	1	5
TARDBP	7	55	38
TARS	85	1	15
TARS2	1	4	96
TATDN1	27	1	73
TAX1BP1	59	41	1
TAX1BP3	78	1	22
TBC1D10B	100	1	1
TBC1D13	76	1	24
TBC1D15	91	1	9
TBC1D17	100	1	1
TBC1D24	100	1	1
TBC1D4	85	1	15
TBC1D5	1	1	100
TBC1D7	4	1	96
TBC1D9B	96	1	4
TBCA	78	1	20
TBCB	87	1	13
TBCC	3	1	97
TBCD	96	1	4
TBCE	97	1	3
TBK1	37	1	63
TBL1X	1	14	86
TBL1XR1	2	55	43
TBL2	1	34	66
TBL3	1	100	1
TBP	1	100	1
TBPL1	1	1	100
TBRG4	2	1	98
TCEA1	52	10	38
TCEAL4	1	1	100
TCEB1	88	1	12
TCEB2	72	2	26
TCEB3	1	100	1
TCERG1	11	32	57
TCF25	1	1	100
TCOF1	1	99	1
TCP11L1	100	1	1
TEAD1	1	100	1
TELO2	89	1	11
TERF2	1	100	1
TERF2IP	1	78	22
TES	81	1	19
TEX10	4	96	1
TEX2	1	1	100
TEX264	1	5	95
TF	63	1	37
TFAM	1	70	30
TFAP2A	1	100	1
TFAP4	1	100	1
TFB1M	1	65	35
TFB2M	1	35	65
TFCP2	34	53	13
TFG	72	1	28
TFIP11	1	100	1
TFRC	12	12	76
TGFBR1	1	1	100
TGFBR2	100	1	1
TGFBRAP1	66	1	34
TGM1	1	1	100
TGM3	52	48	1
TGM5	100	1	1
TGOLN2	1	1	100
THADA	94	1	6
THEM4	1	1	100
THEM6	1	1	100
THNSL1	1	1	100
THOC1	1	100	1
THOC2	1	99	1
THOC3	1	100	1
THOC5	1	100	1
THOC6	1	100	1
THOC7	1	100	1
THOP1	89	1	11
THRAP3	1	100	1
THTPA	100	1	1
THUMPD1	78	1	22
THUMPD3	92	1	8
THYN1	1	58	42
TIA1	1	33	67
TIAL1	34	1	66
TIGAR	88	1	12
TIMELESS	45	1	55
TIMM10	1	1	100
TIMM13	1	26	74
TIMM17A	1	1	100
TIMM17B	1	1	100
TIMM21	1	22	78
TIMM22	1	1	100
TIMM23	1	36	64
TIMM44	1	1	100
TIMM50	1	10	90
TIMM8A	1	1	100
TIMM8B	1	88	12
TIMM9	1	23	77
TIMMDC1	1	1	100
TIMP1	1	1	100
TIPRL	95	1	5
TJP1	53	1	47
TJP2	62	1	38
TK1	70	1	30
TKT	67	1	32
TLE3	29	1	71
TLK1	50	50	1
TLK2	1	100	1
TLN1	92	1	8
TLN2	94	1	6
TM4SF1	36	2	62
TM9SF2	1	4	96
TM9SF3	1	1	100
TMA16	1	100	1
TMCO1	1	22	78
TMED1	50	50	1
TMED10	14	14	72
TMED2	1	17	83
TMED3	1	1	100
TMED4	1	19	81
TMED5	1	1	100
TMED9	1	23	77
TMEM109	3	8	88
TMEM11	1	22	78
TMEM126A	1	8	92
TMEM126B	1	1	100
TMEM127	1	1	100
TMEM147	1	1	100
TMEM14A	50	50	1
TMEM14B	50	50	1
TMEM14C	100	1	1
TMEM161A	1	1	100
TMEM165	1	1	100
TMEM167A	1	27	73
TMEM18	50	50	1
TMEM186	50	50	1
TMEM189	100	1	1
TMEM2	1	13	87
TMEM201	1	100	1
TMEM205	1	1	100
TMEM209	1	100	1
TMEM214	1	54	46
TMEM223	1	1	100
TMEM256	1	39	61
TMEM33	3	2	96
TMEM38B	1	1	100
TMEM41A	1	1	100
TMEM41B	1	1	100
TMEM43	1	10	90
TMEM50A	1	1	100
TMEM50B	1	41	59
TMEM55B	1	100	1
TMEM59	1	11	89
TMEM63A	1	1	100
TMEM65	1	1	100
TMEM70	1	4	96
TMEM9	100	1	1
TMEM97	1	1	100
TMF1	1	1	100
TMOD3	72	1	28
TMPO	36	44	20
TMPO	36	44	20
TMSB10	100	1	1
TMSB4X	100	1	1
TMTC3	1	1	100
TMX1	1	14	86
TMX2	1	3	97
TMX3	1	1	100
TMX4	1	2	98
TNFAIP2	86	1	14
TNFAIP8	97	1	3
TNFRSF12A	50	50	1
TNFSF9	1	16	84
TNKS1BP1	73	1	27
TNPO1	73	2	25
TNPO3	83	2	15
TNRC6B	50	50	1
TNS3	99	1	1
TOE1	8	84	8
TOLLIP	49	11	40
TOM1L2	97	1	3
TOMM20	1	69	31
TOMM22	1	13	87
TOMM34	87	1	13
TOMM40	1	45	55
TOMM6	1	1	100
TOMM7	50	50	1
TOMM70A	1	11	89
TOP1	1	92	8
TOP2A	1	99	1
TOP2B	1	100	1
TOPBP1	1	1	100
TOR1A	1	1	100
TOR1AIP1	1	42	58
TOR1AIP2	1	1	100
TOR1AIP2	1	1	100
TOR1B	1	1	100
TOX4	1	99	1
TP53BP1	1	100	1
TP53I3	83	1	17
TP53RK	96	1	4
TPBG	1	1	100
TPD52	96	1	4
TPD52L2	69	2	28
TPI1	85	1	15
TPM1	71	7	22
TPM3	72	6	21
TPM4	61	22	17
TPMT	66	1	34
TPP1	1	9	91
TPP2	83	1	17
TPPP	100	1	1
TPR	2	62	35
TPRKB	85	1	15
TPT1	40	1	60
TRA2A	1	100	1
TRA2B	1	99	1
TRABD	1	1	100
TRAF2	89	1	11
TRAM1	1	1	100
TRAP1	5	6	89
TRAPPC1	1	1	100
TRAPPC11	80	1	20
TRAPPC2	100	1	1
TRAPPC2L	34	1	66
TRAPPC3	74	2	24
TRAPPC4	89	1	11
TRAPPC5	56	1	43
TRAPPC6B	1	100	1
TRAPPC9	100	1	1
TRIM16	86	1	14
TRIM21	100	1	1
TRIM24	1	21	79
TRIM25	78	1	21
TRIM26	77	8	15
TRIM27	1	100	1
TRIM28	37	8	55
TRIM29	50	37	13
TRIM32	1	1	100
TRIM33	6	1	94
TRIM41	1	100	1
TRIM47	87	1	13
TRIM71	1	1	100
TRIO	99	1	1
TRIP10	72	1	28
TRIP11	1	1	100
TRIP12	1	96	3
TRIP13	85	1	15
TRIP6	99	1	1
TRIT1	45	1	55
TRMT1	75	1	25
TRMT10C	1	3	97
TRMT11	100	1	1
TRMT6	1	100	1
TRMT61A	31	24	45
TRNT1	53	1	47
TROVE2	88	1	12
TRRAP	1	100	1
TRUB1	1	1	100
TSC1	100	1	1
TSC2	100	1	1
TSEN15	100	1	1
TSEN34	1	1	100
TSFM	1	19	81
TSN	77	1	23
TSNAX	74	1	26
TSPAN14	1	1	100
TSPAN3	1	1	100
TSPO	1	1	100
TSPO	1	1	100
TSPYL1	1	100	1
TSR1	33	8	59
TSR2	50	50	1
TST	1	1	99
TSTA3	75	1	25
TTC1	80	1	20
TTC12	100	1	1
TTC17	1	1	100
TTC27	93	1	7
TTC33	38	1	62
TTC37	86	1	14
TTC38	77	1	23
TTC39C	95	1	5
TTC4	74	1	26
TTC9C	80	1	20
TTF1	1	100	1
TTF2	96	1	4
TTI2	91	1	9
TTLL12	88	1	12
TTN	30	11	59
TUBA1A	1	1	100
TUBA1C	98	1	1
TUBA4A	85	1	15
TUBAL3	50	50	1
TUBB	85	1	15
TUBB2A	68	1	31
TUBB2B	100	1	1
TUBB3	80	1	20
TUBB4A	93	1	7
TUBB4B	78	1	21
TUBG1	35	1	65
TUBGCP2	86	1	14
TUBGCP3	81	1	19
TUBGCP4	96	1	4
TUBGCP5	100	1	1
TUFM	2	10	88
TUSC1	100	1	1
TWF1	73	2	25
TWF2	88	1	12
TWISTNB	1	100	1
TXLNA	86	1	14
TXLNG	65	1	35
TXN	75	2	23
TXN2	1	1	100
TXNDC12	1	25	75
TXNDC17	77	1	23
TXNDC5	24	5	71
TXNDC9	92	1	8
TXNL1	75	1	25
TXNL4B	58	14	28
TXNRD1	100	1	1
TXNRD2	3	6	91
TYMP	86	1	14
TYMS	86	1	14
TYSND1	1	1	100
U2AF1	2	86	11
U2AF2	5	89	5
UACA	97	2	1
UAP1	92	1	8
UAP1L1	100	1	1
UBA1	1	4	96
UBA2	72	1	28
UBA3	82	1	18
UBA5	97	1	3
UBA52	96	1	4
UBA6	77	1	23
UBAC1	76	1	24
UBAC2	50	50	1
UBAP2	55	1	45
UBAP2L	61	1	38
UBASH3B	80	1	20
UBE2A	83	1	17
UBE2C	95	1	5
UBE2D1	89	1	11
UBE2D3	86	1	14
UBE2E1	100	1	1
UBE2E3	1	1	100
UBE2G1	88	1	12
UBE2G2	50	50	1
UBE2H	65	3	32
UBE2I	85	2	13
UBE2K	77	1	23
UBE2L3	75	1	25
UBE2M	68	1	32
UBE2N	83	1	17
UBE2NL	1	100	1
UBE2O	83	1	17
UBE2R2	91	1	9
UBE2S	89	1	11
UBE2T	74	1	26
UBE2V1	91	1	8
UBE2V2	70	3	27
UBE2Z	1	100	1
UBE3A	75	1	25
UBE3C	97	1	3
UBE4A	48	1	52
UBE4B	68	1	32
UBFD1	44	1	56
UBL4A	57	3	40
UBL5	30	66	5
UBL7	28	1	72
UBLCP1	72	1	28
UBN2	1	100	1
UBP1	100	1	1
UBQLN1	49	1	51
UBQLN2	79	1	21
UBQLN4	56	1	44
UBR1	81	1	19
UBR2	82	1	18
UBR4	91	1	9
UBR5	1	15	85
UBR7	100	1	1
UBTF	1	80	20
UBXN1	78	1	22
UBXN4	1	1	100
UBXN6	100	1	1
UBXN7	60	1	40
UCHL3	96	1	4
UCHL5	72	2	26
UCK2	71	1	28
UCKL1	91	1	9
UFC1	78	1	22
UFD1L	40	1	59
UFL1	1	1	100
UFM1	62	1	38
UGDH	71	1	29
UGP2	85	1	15
UGT8	1	1	100
UHRF1	1	93	6
ULK3	97	1	3
UMPS	88	1	12
UNC45A	51	1	49
UNG	1	1	100
UNK	100	1	1
UPF1	75	2	23
UPF2	67	4	30
UPF3B	61	26	13
UPP1	34	1	66
UQCC1	1	1	100
UQCC2	1	1	100
UQCR10	1	94	6
UQCRB	1	48	52
UQCRC1	1	26	74
UQCRC2	1	17	83
UQCRFS1	1	40	60
UQCRQ	1	23	77
URB1	1	100	1
URB2	1	100	1
URI1	100	1	1
URM1	96	1	4
UROD	69	1	31
USMG5	1	24	76
USO1	81	1	19
USP1	1	1	100
USP10	63	4	33
USP11	1	1	100
USP13	100	1	1
USP14	91	1	8
USP15	87	1	13
USP16	50	50	1
USP17L5	1	4	96
USP19	82	1	18
USP24	91	1	9
USP28	1	1	100
USP3	1	67	33
USP32	76	1	24
USP34	40	1	60
USP36	1	100	1
USP39	1	96	4
USP47	90	1	10
USP48	28	1	72
USP5	79	1	21
USP7	4	15	81
USP8	85	1	15
USP9X	84	1	15
UTP11L	1	100	1
UTP14A	1	100	1
UTP15	1	100	1
UTP18	1	100	1
UTP20	1	99	1
UTP3	1	100	1
UTP6	1	100	1
UTRN	50	50	1
UVRAG	100	1	1
UXT	82	1	18
VAC14	95	1	5
VAMP2	1	1	100
VAMP7	3	20	77
VAMP8	50	50	1
VANGL1	1	1	100
VAPA	1	25	75
VAPB	1	20	80
VARS	76	1	24
VARS2	50	50	1
VASP	76	1	24
VAT1	43	1	57
VAV2	100	1	1
VBP1	77	1	23
VCL	80	1	19
VCP	63	5	32
VCPIP1	85	1	15
VDAC1	2	30	68
VDAC2	8	28	64
VDAC3	4	30	66
VIM	5	93	2
VKORC1	1	5	95
VKORC1L1	1	24	76
VMA21	1	9	91
VPRBP	1	1	100
VPS11	58	1	42
VPS13A	1	1	100
VPS13C	90	1	10
VPS16	55	1	45
VPS18	80	1	20
VPS25	75	1	25
VPS26A	76	1	23
VPS26B	65	1	35
VPS29	72	2	26
VPS33A	95	1	5
VPS33B	51	1	49
VPS35	79	1	20
VPS36	88	1	12
VPS39	1	1	100
VPS41	67	1	33
VPS45	91	1	8
VPS4A	57	1	43
VPS4B	86	1	14
VPS52	100	1	1
VPS53	96	1	4
VPS54	100	1	1
VPS72	1	100	1
VPS8	100	1	1
VRK1	1	100	1
VRK2	1	97	3
VTA1	83	5	13
VTN	1	28	72
VWA8	1	5	95
VWA9	37	2	61
WAPAL	1	1	100
WARS	85	1	15
WARS2	1	10	90
WASF2	87	1	13
WASH1	100	1	1
WASH6P	82	1	18
WASL	87	1	13
WBP11	1	45	54
WBP2	67	1	33
WBSCR22	1	66	34
WDFY1	1	1	100
WDHD1	1	1	100
WDR1	83	4	13
WDR12	1	100	1
WDR13	39	1	61
WDR18	1	100	1
WDR3	1	100	1
WDR33	1	100	1
WDR36	1	100	1
WDR4	62	1	38
WDR43	1	100	1
WDR44	78	1	22
WDR45	30	1	70
WDR46	1	100	1
WDR47	29	1	71
WDR48	1	1	100
WDR5	11	73	16
WDR54	100	1	1
WDR55	1	100	1
WDR6	34	1	66
WDR61	57	18	25
WDR7	100	1	1
WDR70	28	41	31
WDR73	100	1	1
WDR74	1	100	1
WDR75	1	100	1
WDR76	1	100	1
WDR77	71	2	27
WDR82	16	45	39
WDR89	1	100	1
WDR92	18	1	82
WFS1	1	1	100
WHSC1	1	100	1
WHSC1L1	1	100	1
WIBG	68	2	30
WIPF2	98	1	2
WNK1	84	1	16
WRNIP1	4	20	76
WTAP	1	100	1
WWP2	1	24	76
XAB2	1	95	5
XIAP	100	1	1
XP32	1	75	25
XPC	1	100	1
XPNPEP1	94	1	6
XPNPEP3	1	1	100
XPO1	72	2	27
XPO4	1	1	100
XPO5	93	1	7
