Gene	Cyt Carvalho	Nucl Carvalho	Mit Carvalho		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar
SEC23B	30	68	2		94	6		88	1	12
SEC23IP	79	21	1		100	1		73	1	27
SEC24A	32	67	1		99	1		81	1	19
SEC31A	50	36	14		99	1		67	1	33
SEC61A1	10	74	16		46	54		1	2	98
SEC61B	12	79	9		69	31		1	1	100
SEC63	4	91	5		85	15		1	1	100
SEH1L	1	99	1		5	95		1	98	1
SEL1L	3	94	3		97	3		1	1	100
SENP1	2	98	1		1	100		1	100	1
SENP3	1	100	1		1	100		1	100	1
SEPHS1	11	89	1		75	25		60	1	40
SERBP1	81	15	4		6	94		1	11	88
SERPINB6	67	33	1		100	1		85	1	15
SERPINH1	22	73	6		100	1		16	6	78
SET	39	60	1		100	1		55	5	40
SETD3	76	22	2		86	14		76	1	24
SF1	25	73	2		1	100		31	36	33
SF3A1	5	95	1		2	98		11	58	32
SF3A2	14	86	1		1	99		5	84	11
SF3A3	4	96	1		3	97		13	78	9
SF3B1	4	96	1		1	99		5	81	14
SF3B3	14	85	1		3	97		32	39	28
SF3B4	4	96	1		3	97		26	42	32
SF3B5	14	86	1		3	97		1	100	1
SFN	65	33	2		49	51		86	1	13
SFPQ	5	93	2		1	99		48	27	25
SFXN1	1	66	34		91	9		1	21	79
SGPL1	8	83	10		41	59		1	1	100
SGTA	63	36	1		99	1		80	1	20
SH3BGRL	100	1	1		96	4		82	1	18
SH3GL1	64	36	1		95	5		66	1	34
SH3GLB1	68	30	3		99	1		58	1	42
SH3GLB2	85	15	1		99	1		100	1	1
SHC1	1	1	100		99	1		98	1	2
SIN3A	1	99	1		1	100		1	100	1
SKIV2L2	9	91	1		4	96		10	79	12
SKP1	29	70	1		55	45		59	14	27
SLC16A1	7	60	32		85	15		7	16	77
SLC1A4	3	64	33		100	1		1	1	100
SLC1A5	9	82	9		84	16		38	1	60
SLC25A10	1	70	30		82	18		1	100	1
SLC25A11	1	67	33		67	33		1	21	79
SLC25A12	1	86	14		1	100		1	38	62
SLC25A13	1	82	17		52	48		1	10	90
SLC25A22	9	63	28		90	10		1	15	85
SLC25A3	2	67	32		72	28		4	14	82
SLC25A4	10	79	12		77	23		1	43	57
SLC25A5	2	76	23		70	30		2	28	69
SLC27A4	1	95	5		86	14		1	1	100
SLC2A1	12	77	11		82	18		29	13	58
SLC30A1	1	64	36		100	1		54	2	44
SLC30A7	1	93	7		90	10		1	3	97
SLC35E1	14	83	2		66	34		1	1	100
SLC39A7	5	63	31		1	100		1	1	100
SLC3A2	8	85	7		100	1		1	10	90
SLC44A1	16	58	27		100	1		1	1	100
SLC4A2	1	88	10		91	9		1	1	100
SLC7A5	9	67	24		79	21		31	6	64
SLC9A3R1	69	20	11		90	10		60	1	39
SLIRP	1	4	96		93	7		6	11	83
SLK	100	1	1		100	1		82	1	18
SLTM	1	100	1		3	97		1	100	1
SMAD4	24	76	1		1	100		1	100	1
SMAP1	13	86	1		99	1		100	1	1
SMARCA4	1	100	1		1	100		1	94	6
SMARCA5	6	94	1		1	100		1	99	1
SMARCAD1	2	98	1		1	100		1	1	100
SMARCC1	1	99	1		1	100		1	79	21
SMARCD1	2	98	1		1	100		1	100	1
SMARCD2	1	100	1		1	100		1	100	1
SMARCE1	1	99	1		1	100		1	100	1
SMC1A	2	97	1		1	100		8	78	15
SMC2	19	80	1		42	58		80	1	19
SMC3	1	99	1		1	100		8	77	14
SMC4	18	81	2		42	58		84	2	14
SMCHD1	12	88	1		4	96		16	44	40
SMEK1	34	65	1		61	39		1	1	100
SMG1	33	33	33		92	8		99	1	1
SMN1	46	54	1		1	100		58	6	36
SMNDC1	100	1	1		1	99		19	56	26
SMPD4	1	100	1		100	1		1	98	2
SMS	62	38	1		100	1		82	1	18
SMU1	7	93	1		1	100		3	92	5
SMYD5	89	11	1		99	1		75	1	25
SNAP23	1	60	40		83	17		88	1	12
SNAP29	90	9	1		97	3		55	1	45
SNAPIN	100	1	1		92	8		85	1	15
SND1	29	54	17		31	69		66	5	29
SNRNP40	6	94	1		1	100		1	100	1
SNRNP70	8	91	1		1	100		2	97	1
SNRPA	8	90	2		3	97		1	98	2
SNRPA1	7	93	1		2	98		11	75	14
SNRPB2	6	93	1		3	97		5	85	10
SNRPD1	14	86	1		4	96		33	54	13
SNRPD2	12	87	1		5	95		15	75	9
SNRPD3	22	77	1		5	95		36	53	11
SNRPE	12	88	1		12	88		1	97	3
SNRPF	23	77	1		3	97		11	82	7
SNRPG	45	55	1		6	94		1	1	100
SNTB2	1	97	3		68	32		81	9	10
SNW1	66	34	1		2	98		2	84	14
SNX1	72	28	1		100	1		78	1	22
SNX2	76	23	1		99	1		83	1	17
SNX27	81	18	1		94	6		1	1	100
SNX4	33	33	33		100	1		86	1	14
SNX5	83	15	1		99	1		92	1	8
SNX6	67	33	1		98	2		68	1	32
SOAT1	2	89	9		36	64		1	1	100
SOD1	88	12	1		98	2		79	1	21
SOD2	1	59	41		99	1		5	1	95
SON	1	99	1		1	100		1	100	1
SPAG9	99	1	1		99	1		84	1	16
SPATA5	24	76	1		96	4		74	1	26
SPCS1	7	88	5		76	24		1	1	100
SPCS2	5	88	7		76	24		1	7	93
SPCS3	13	80	7		66	34		1	8	92
SPECC1	7	50	43		26	74		1	94	6
SPEN	1	100	1		1	100		1	100	1
SPG11	1	97	3		43	57		50	50	1
SPG20	96	1	4		100	1		81	1	19
SPG21	72	24	4		100	1		1	1	100
SPG7	32	66	3		12	88		1	1	100
SPR	50	48	2		100	1		91	1	9
SPRYD4	8	43	50		92	8		1	1	100
SPTAN1	21	71	8		3	97		30	59	11
SPTBN1	20	73	8		1	100		41	46	13
SPTLC1	6	84	10		100	1		1	1	100
SPTLC2	9	81	10		100	1		1	1	100
SQSTM1	51	45	4		94	6		32	46	22
SRBD1	1	100	1		1	100		1	95	5
SRGAP2	29	70	1		100	1		87	1	13
SRI	60	39	1		99	1		64	20	15
SRM	68	32	1		100	1		68	1	32
SRP54	18	78	4		43	57		74	1	26
SRP68	20	73	7		24	76		63	1	36
SRP9	99	1	1		45	55		53	28	20
SRPK1	20	80	1		8	92		80	12	8
SRPR	9	82	9		37	63		1	1	99
SRPRB	11	82	8		35	65		1	25	75
SRRT	10	90	1		2	98		5	71	25
SSB	50	50	1		84	16		60	3	37
SSBP1	2	72	26		43	57		4	62	34
SSR1	10	86	4		52	48		1	23	77
SSR3	4	95	1		35	65		1	10	90
SSR4	12	84	3		42	58		5	3	92
SSRP1	92	8	1		1	100		16	68	16
SSSCA1	95	5	1		93	7		81	1	19
SSU72	68	32	1		11	89		54	4	43
ST13	75	25	1		97	3		75	1	24
STAG2	1	99	1		1	100		5	90	4
STAM	100	1	1		100	1		82	1	18
STAT1	52	48	1		100	1		84	1	16
STAT3	51	49	1		100	1		81	1	19
STIM1	12	78	10		85	15		1	1	100
STIP1	86	13	2		92	8		66	1	33
STK10	18	79	3		88	12		78	1	22
STK24	31	67	2		55	45		71	1	29
STK4	73	27	1		91	9		100	1	1
STMN1	100	1	1		99	1		80	1	20
STOM	21	72	7		58	42		71	6	23
STOML2	1	68	31		38	62		1	12	88
STRAP	59	40	1		89	11		73	4	23
STRBP	7	92	1		5	95		1	100	1
STRN	86	1	14		9	91		1	1	100
STT3A	7	83	10		64	36		1	8	92
STT3B	3	93	4		53	47		1	1	100
STUB1	75	12	13		61	39		65	3	32
STX12	36	56	8		96	4		1	1	100
STX16	67	30	3		100	1		1	1	100
STX18	7	80	13		100	1		1	1	100
STX3	1	1	100		100	1		1	1	100
STX4	10	76	14		93	7		1	1	100
STX8	73	1	27		81	19		1	1	100
STXBP2	30	62	8		83	17		77	1	23
STXBP3	6	75	19		96	4		32	5	63
SUB1	78	22	1		16	84		9	44	47
SUCLA2	3	44	53		100	1		1	1	100
SUCLG1	2	11	87		99	1		1	1	100
SUCLG2	1	65	35		100	1		1	1	100
SUGT1	88	11	1		98	2		75	1	24
SUMF2	1	69	31		99	1		1	1	100
SUMO1	11	89	1		2	98		19	79	2
SUPT16H	97	1	1		1	99		24	28	48
SUPT5H	65	35	1		8	92		1	35	65
SUPT6H	36	64	1		3	97		1	86	14
SUPV3L1	1	62	38		33	67		9	40	50
SURF4	13	85	1		96	4		1	1	100
SUZ12	1	100	1		1	100		1	100	1
SWAP70	69	13	18		79	21		67	1	33
SYMPK	14	85	1		1	99		20	42	37
SYNCRIP	50	49	1		33	67		48	26	26
SYNE2	1	98	2		17	83		1	100	1
SYNJ2BP	1	66	34		82	18		1	1	100
SYPL1	17	82	1		99	1		1	1	100
TACC3	100	1	1		100	1		60	1	40
TAF2	1	100	1		1	100		1	100	1
TAF5	1	100	1		1	100		1	100	1
TAF6	1	100	1		1	100		1	100	1
TAGLN2	67	32	1		85	15		70	1	29
TALDO1	66	34	1		98	2		60	4	36
TAOK3	10	80	11		77	23		100	1	1
TARDBP	8	91	1		26	74		7	55	38
TARS	1	100	1		99	1		85	1	15
TARS2	4	42	55		86	14		1	4	96
TBC1D13	49	51	1		100	1		76	1	24
TBC1D15	79	20	1		100	1		91	1	9
TBCA	100	1	1		99	1		78	1	20
TBCB	84	8	8		100	1		87	1	13
TBCD	89	10	1		100	1		96	1	4
TBCE	100	1	1		100	1		97	1	3
TBL1X	1	100	1		1	100		1	14	86
TBL2	6	80	14		13	87		1	34	66
TBL3	1	100	1		1	100		1	100	1
TBP	1	100	1		1	100		1	100	1
TBRG4	1	59	41		98	2		2	1	98
TCEA1	56	37	7		40	60		52	10	38
TCEB1	39	60	1		83	17		88	1	12
TCEB2	35	64	1		81	19		72	2	26
TCERG1	11	89	1		3	97		11	32	57
TCOF1	17	83	1		1	100		1	99	1
TERF2	1	99	1		1	100		1	100	1
TERF2IP	15	84	1		8	92		1	78	22
TES	83	14	3		100	1		81	1	19
TEX10	1	99	1		4	96		4	96	1
TFAM	2	50	48		3	97		1	70	30
TFB1M	1	61	39		94	6		1	65	35
TFIP11	1	99	1		1	100		1	100	1
TFRC	17	75	8		100	1		12	12	76
THNSL1	1	1	100		100	1		1	1	100
THOC1	4	95	2		1	100		1	100	1
THOC2	2	98	1		1	100		1	99	1
THOC3	38	62	1		1	100		1	100	1
THOC5	1	89	11		1	100		1	100	1
THOC6	17	83	1		1	100		1	100	1
THOP1	86	13	1		100	1		89	1	11
THRAP3	5	95	1		1	100		1	100	1
THUMPD1	61	39	1		99	1		78	1	22
THUMPD3	100	1	1		100	1		92	1	8
TIA1	1	99	1		15	85		1	33	67
TIAL1	51	46	3		14	86		34	1	66
TIGAR	75	25	1		100	1		88	1	12
TIMM10	14	1	86		15	85		1	1	100
TIMM13	16	2	82		78	22		1	26	74
TIMM17B	1	72	28		100	1		1	1	100
TIMM22	1	82	18		79	21		1	1	100
TIMM23	1	88	12		14	86		1	36	64
TIMM44	2	65	33		100	1		1	1	100
TIMM50	1	68	31		98	2		1	10	90
TIMM9	1	1	100		41	59		1	23	77
TIPRL	74	26	1		100	1		95	1	5
TJP2	89	8	3		22	78		62	1	38
TKT	61	38	1		97	3		67	1	32
TLK1	1	100	1		1	100		50	50	1
TLK2	1	100	1		1	100		1	100	1
TLN1	62	37	1		96	4		92	1	8
TLN2	17	77	6		100	1		94	1	6
TM9SF2	5	94	1		98	2		1	4	96
TM9SF3	8	90	3		80	20		1	1	100
TMCO1	9	72	19		53	47		1	22	78
TMED1	3	94	3		95	5		50	50	1
TMED10	8	89	4		92	8		14	14	72
TMED2	5	88	7		71	29		1	17	83
TMED4	1	92	8		82	18		1	19	81
TMED5	9	86	5		100	1		1	1	100
TMED9	15	78	6		85	15		1	23	77
TMEM109	10	84	6		72	28		3	8	88
TMEM11	1	22	78		62	38		1	22	78
TMEM126A	2	38	60		63	37		1	8	92
TMEM165	1	98	2		95	5		1	1	100
TMEM167A	16	84	1		100	1		1	27	73
TMEM205	5	90	5		79	21		1	1	100
TMEM209	1	100	1		1	100		1	100	1
TMEM214	17	79	4		1	100		1	54	46
TMEM33	14	82	5		84	16		3	2	96
TMF1	1	98	2		94	6		1	1	100
TMOD3	98	2	1		66	34		72	1	28
TMPO	2	98	1		6	94		36	44	20
TMPO	2	98	1		6	94		36	44	20
TMSB10	100	1	1		100	1		100	1	1
TMX1	9	86	5		100	1		1	14	86
TMX2	8	79	13		88	12		1	3	97
TMX3	1	98	1		99	1		1	1	100
TNPO1	33	66	1		87	13		73	2	25
TNPO3	66	34	1		98	2		83	2	15
TOMM20	1	84	16		38	62		1	69	31
TOMM22	1	77	23		20	80		1	13	87
TOMM34	91	8	1		96	4		87	1	13
TOMM40	1	66	33		30	70		1	45	55
TOMM6	1	1	100		100	1		1	1	100
TOMM70A	2	70	28		52	48		1	11	89
TOP1	1	99	1		1	100		1	92	8
TOR1A	5	94	1		99	1		1	1	100
TOR1AIP1	1	99	1		73	27		1	42	58
TOR1B	1	96	3		100	1		1	1	100
TOX4	1	100	1		1	100		1	99	1
TP53BP1	86	14	1		1	100		1	100	1
TPD52	76	15	8		100	1		96	1	4
TPD52L2	74	19	7		100	1		69	2	28
TPI1	79	20	1		98	2		85	1	15
TPM4	100	1	1		51	49		61	22	17
TPMT	63	37	1		100	1		66	1	34
TPP1	30	67	3		89	11		1	9	91
TPT1	19	80	1		69	31		40	1	60
TRA2A	1	100	1		1	100		1	100	1
TRA2B	4	96	1		1	100		1	99	1
TRAP1	1	77	22		100	1		5	6	89
TRAPPC3	52	46	1		81	19		74	2	24
TRAPPC6B	65	35	1		94	6		1	100	1
TRIM24	4	96	1		1	100		1	21	79
TRIM25	76	22	2		65	35		78	1	21
TRIM28	21	79	1		40	60		37	8	55
TRIM33	6	94	1		7	93		6	1	94
TRIP10	63	35	2		100	1		72	1	28
TRIP12	13	87	1		21	79		1	96	3
TRIP13	55	45	1		77	23		85	1	15
TRMT1	94	3	3		100	1		75	1	25
TRMT11	100	1	1		100	1		100	1	1
TRMT6	74	26	1		36	64		1	100	1
TRNT1	52	36	12		100	1		53	1	47
TSFM	1	51	49		100	1		1	19	81
TSN	59	41	1		98	2		77	1	23
TSR1	21	79	1		2	98		33	8	59
TST	1	37	63		96	4		1	1	99
TSTA3	67	32	1		100	1		75	1	25
TTC1	77	22	1		100	1		80	1	20
TTC27	89	3	7		100	1		93	1	7
TTLL12	79	21	1		100	1		88	1	12
TUBB2A	79	21	1		82	18		68	1	31
TUBB2B	65	35	1		86	14		100	1	1
TUBB3	100	1	1		100	1		80	1	20
TUBG1	47	53	1		14	86		35	1	65
TUBGCP2	58	42	1		44	56		86	1	14
TUFM	3	56	41		96	4		2	10	88
TWF1	100	1	1		81	19		73	2	25
TWF2	92	8	1		62	38		88	1	12
TXLNA	57	40	3		30	70		86	1	14
TXN	75	23	1		95	5		75	2	23
TXN2	1	93	7		100	1		1	1	100
TXNDC12	25	64	11		100	1		1	25	75
TXNDC17	97	3	1		100	1		77	1	23
TXNDC5	20	63	17		98	2		24	5	71
TXNL1	64	36	1		97	3		75	1	25
TXNRD1	67	33	1		98	2		100	1	1
U2AF1	14	86	1		6	94		2	86	11
U2AF2	7	92	1		14	86		5	89	5
UBA1	62	38	1		100	1		1	4	96
UBA2	72	27	2		100	1		72	1	28
UBA3	74	26	1		99	1		82	1	18
UBA5	61	38	1		99	1		97	1	3
UBA6	76	23	1		100	1		77	1	23
UBAP2	62	31	7		23	77		55	1	45
UBAP2L	60	33	6		20	80		61	1	38
UBE2D3	40	60	1		95	5		86	1	14
UBE2G2	11	87	2		77	23		50	50	1
UBE2I	51	49	1		46	54		85	2	13
UBE2K	67	33	1		100	1		77	1	23
UBE2L3	99	1	1		99	1		75	1	25
UBE2M	55	44	1		88	12		68	1	32
UBE2N	54	45	1		96	4		83	1	17
UBE2O	90	10	1		100	1		83	1	17
UBE2V1	48	52	1		97	3		91	1	8
UBE2V2	73	26	1		99	1		70	3	27
UBE2Z	80	19	1		100	1		1	100	1
UBE3A	90	9	1		100	1		75	1	25
UBE4B	84	16	1		99	1		68	1	32
UBFD1	52	48	1		62	38		44	1	56
UBL4A	87	13	1		100	1		57	3	40
UBLCP1	50	47	2		98	2		72	1	28
UBQLN1	63	37	1		91	9		49	1	51
UBQLN2	52	48	1		100	1		79	1	21
UBQLN4	33	66	1		79	21		56	1	44
UBR2	97	3	1		100	1		82	1	18
UBR4	91	9	1		100	1		91	1	9
UBR5	1	1	100		85	15		1	15	85
UBR7	71	29	1		95	5		100	1	1
UBTF	5	94	1		1	100		1	80	20
UBXN1	88	12	1		89	11		78	1	22
UBXN4	7	90	4		100	1		1	1	100
UBXN6	95	5	1		97	3		100	1	1
UBXN7	62	37	1		65	35		60	1	40
UCHL3	90	10	1		100	1		96	1	4
UFC1	49	49	2		93	7		78	1	22
UFD1L	32	65	3		72	28		40	1	59
UGDH	77	23	1		96	4		71	1	29
UGP2	1	100	1		98	2		85	1	15
UMPS	76	23	1		99	1		88	1	12
UNC45A	86	12	2		99	1		51	1	49
UPF1	51	47	2		66	34		75	2	23
UQCR10	1	92	8		89	11		1	94	6
UQCRB	5	50	45		1	100		1	48	52
UQCRC1	1	75	25		57	43		1	26	74
UQCRC2	1	67	32		58	42		1	17	83
UQCRFS1	2	69	29		61	39		1	40	60
UQCRQ	1	71	28		76	24		1	23	77
URB1	1	98	1		3	97		1	100	1
UROD	68	32	1		100	1		69	1	31
USMG5	1	78	22		97	3		1	24	76
USO1	49	50	2		99	1		81	1	19
USP10	67	32	1		53	47		63	4	33
USP14	60	40	1		97	3		91	1	8
USP15	66	33	1		98	2		87	1	13
USP19	75	24	1		100	1		82	1	18
USP24	55	45	1		100	1		91	1	9
USP3	1	99	1		1	100		1	67	33
USP39	4	95	1		1	99		1	96	4
USP47	97	3	1		100	1		90	1	10
USP5	66	34	1		99	1		79	1	21
USP7	44	56	1		67	33		4	15	81
USP9X	83	16	1		98	2		84	1	15
UTP14A	4	96	1		1	100		1	100	1
UTP15	1	100	1		5	95		1	100	1
UTP20	4	95	1		2	98		1	99	1
UTP3	3	96	1		1	100		1	100	1
UTP6	1	100	1		1	100		1	100	1
VAC14	43	56	2		82	18		95	1	5
VAMP2	20	78	2		97	3		1	1	100
VAMP7	30	42	28		99	2		3	20	77
VAMP8	33	49	18		95	5		50	50	1
VAPA	14	71	15		48	52		1	25	75
VAPB	7	84	8		74	26		1	20	80
VARS	64	36	1		85	15		76	1	24
VARS2	36	11	53		100	1		50	50	1
VASP	96	2	1		10	90		76	1	24
VBP1	96	1	4		96	4		77	1	23
VCL	74	26	1		95	5		80	1	19
VCP	48	50	3		79	21		63	5	32
VCPIP1	33	33	33		97	3		85	1	15
VDAC1	4	74	22		26	74		2	30	68
VDAC2	3	73	24		25	75		8	28	64
VDAC3	1	85	14		23	77		4	30	66
VIM	6	92	2		2	98		5	93	2
VKORC1	10	84	6		76	24		1	5	95
VKORC1L1	3	96	1		100	1		1	24	76
VMA21	1	99	1		100	1		1	9	91
VPS11	10	1	90		24	76		58	1	42
VPS13A	34	66	1		14	86		1	1	100
VPS13C	75	22	2		68	32		90	1	10
VPS16	27	72	1		29	71		55	1	45
VPS18	54	30	16		32	68		80	1	20
VPS25	22	78	1		91	9		75	1	25
VPS26A	98	2	1		96	4		76	1	23
VPS26B	95	5	1		93	7		65	1	35
VPS29	75	25	1		88	12		72	2	26
VPS33A	38	62	1		39	61		95	1	5
VPS33B	64	34	2		80	20		51	1	49
VPS35	84	14	1		93	7		79	1	20
VPS39	1	100	1		8	92		1	1	100
VPS41	73	26	1		14	86		67	1	33
VPS45	37	59	4		76	24		91	1	8
VPS4A	64	36	1		98	2		57	1	43
VPS4B	67	33	1		96	4		86	1	14
VPS53	100	1	1		75	25		96	1	4
VRK2	1	99	1		1	100		1	97	3
VTA1	77	13	10		99	1		83	5	13
WAPAL	2	98	1		1	100		1	1	100
WARS	54	46	1		97	3		85	1	15
WARS2	1	37	63		79	21		1	10	90
WASF2	19	81	1		62	38		87	1	13
WBP11	25	74	1		1	100		1	45	54
WDR1	65	34	1		52	48		83	4	13
WDR12	55	45	1		1	100		1	100	1
WDR18	4	95	1		1	100		1	100	1
WDR3	1	99	1		1	100		1	100	1
WDR43	5	91	4		1	100		1	100	1
WDR48	32	66	2		53	47		1	1	100
WDR5	11	89	1		11	89		11	73	16
WDR55	100	1	1		7	93		1	100	1
WDR6	94	6	1		100	1		34	1	66
WDR61	26	74	1		41	59		57	18	25
WDR70	40	60	1		1	99		28	41	31
WDR74	95	1	5		1	100		1	100	1
WDR77	57	43	1		99	1		71	2	27
WDR82	5	94	1		30	70		16	45	39
WDR89	1	100	1		5	95		1	100	1
WIBG	96	4	1		80	20		68	2	30
WRNIP1	58	42	1		85	15		4	20	76
WTAP	1	100	1		1	100		1	100	1
WWP2	15	66	19		25	75		1	24	76
XAB2	3	97	1		1	100		1	95	5
XPNPEP1	80	20	1		98	2		94	1	6
XPNPEP3	1	80	20		100	1		1	1	100
XPO1	27	73	1		87	13		72	2	27
XPO4	1	100	1		96	4		1	1	100
XPO5	42	58	1		66	34		93	1	7
XPO7	81	19	1		100	1		83	1	16
XPOT	78	21	1		10	90		80	1	20
XRCC5	34	66	1		52	48		42	29	29
XRCC6	31	69	1		43	57		45	19	36
XRN2	2	98	1		8	92		4	69	27
YARS	60	40	1		85	15		91	1	9
YARS2	1	74	26		39	61		1	4	96
YBX1	57	37	5		56	44		55	8	37
YIF1A	1	100	1		100	1		1	1	100
YIF1B	19	77	4		70	30		1	1	100
YIPF4	1	99	1		100	1		1	1	100
YKT6	49	50	1		100	1		69	1	31
YLPM1	1	100	1		2	98		1	100	1
YME1L1	1	52	48		1	100		1	13	87
YTHDF1	100	1	1		9	91		50	50	1
YTHDF3	71	26	3		1	100		38	1	62
YWHAB	69	30	1		91	9		85	3	13
YWHAE	54	45	1		92	8		63	11	27
YWHAG	62	36	2		89	11		76	10	15
YWHAH	59	40	1		87	13		82	4	14
YWHAQ	61	38	1		87	13		88	1	11
YWHAZ	58	41	1		86	14		80	3	18
YY1	1	100	1		12	88		1	84	16
ZBTB8OS	100	1	1		100	1		79	1	21
ZC3H11A	1	93	7		1	100		1	100	1
ZC3H14	1	100	1		1	100		1	100	1
ZC3H15	75	17	7		76	24		91	1	9
ZC3H18	3	97	1		1	100		1	100	1
ZC3H4	70	30	1		1	100		1	1	100
ZC3HAV1	61	32	6		1	100		48	25	28
ZCCHC11	5	95	1		1	100		100	1	1
ZCCHC8	1	100	1		3	97		50	50	1
ZFR	1	100	1		1	100		1	98	2
ZMPSTE24	11	82	7		97	3		2	7	92
ZMYM4	1	65	35		1	100		1	100	1
ZNF512	1	100	1		1	100		1	100	1
ZNF598	65	33	2		73	27		16	1	84
ZNF622	37	59	4		55	45		86	1	12
ZNF638	1	98	2		1	100		1	100	1
ZRANB2	19	81	1		1	100		10	63	27
ZW10	48	50	2		97	3		77	1	23
ZYX	99	1	1		83	17		84	1	16
