Gene	Cyt Carvalho	Nucl Carvalho	Mit Carvalho
SLC43A3	19	76	5
SLC44A1	16	58	27
SLC4A1AP	36	64	1
SLC4A2	1	88	10
SLC4A7	3	72	24
SLC5A3	1	76	24
SLC5A6	1	94	6
SLC6A6	1	73	27
SLC7A1	1	98	2
SLC7A11	1	1	100
SLC7A5	9	67	24
SLC9A3R1	69	20	11
SLFN5	1	99	1
SLIRP	1	4	96
SLK	100	1	1
SLMAP	23	69	7
SLTM	1	100	1
SMAD4	24	76	1
SMAP	44	56	1
SMAP1	13	86	1
SMAP2	77	22	1
SMARCA2	1	99	1
SMARCA4	1	100	1
SMARCA5	6	94	1
SMARCAD1	2	98	1
SMARCB1	1	100	1
SMARCC1	1	99	1
SMARCC2	1	100	1
SMARCD1	2	98	1
SMARCD2	1	100	1
SMARCE1	1	99	1
SMC1A	2	97	1
SMC2	19	80	1
SMC3	1	99	1
SMC4	18	81	2
SMCHD1	12	88	1
SMEK1	34	65	1
SMEK2	56	44	1
SMG1	33	33	33
SMG9	100	1	1
SMIM12	1	22	78
SMIM4	1	1	100
SMN1	46	54	1
SMNDC1	100	1	1
SMPD3	1	1	100
SMPD4	1	100	1
SMS	62	38	1
SMU1	7	93	1
SMYD5	89	11	1
SNAP23	1	60	40
SNAP29	90	9	1
SNAPIN	100	1	1
SND1	29	54	17
SNRNP200	6	94	1
SNRNP40	6	94	1
SNRNP70	8	91	1
SNRPA	8	90	2
SNRPA1	7	93	1
SNRPB2	6	93	1
SNRPD1	14	86	1
SNRPD2	12	87	1
SNRPD3	22	77	1
SNRPE	12	88	1
SNRPF	23	77	1
SNRPG	45	55	1
SNRPN	44	56	1
SNTB2	1	97	3
SNUPN	46	53	1
SNW1	66	34	1
SNX1	72	28	1
SNX2	76	23	1
SNX25	100	1	1
SNX27	81	18	1
SNX4	33	33	33
SNX5	83	15	1
SNX6	67	33	1
SOAT1	2	89	9
SOD1	88	12	1
SOD2	1	59	41
SON	1	99	1
SORD	71	28	1
SP100	14	86	1
SPAG9	99	1	1
SPARC	1	83	17
SPATA20	1	1	100
SPATA5	24	76	1
SPATA5L1	73	25	2
SPATS2	100	1	1
SPCS1	7	88	5
SPCS2	5	88	7
SPCS3	13	80	7
SPECC1	7	50	43
SPEN	1	100	1
SPG11	1	97	3
SPG20	96	1	4
SPG21	72	24	4
SPG7	32	66	3
SPN	9	40	51
SPNS1	1	1	100
SPR	50	48	2
SPRYD4	8	43	50
SPTAN1	21	71	8
SPTBN1	20	73	8
SPTLC1	6	84	10
SPTLC2	9	81	10
SQLE	10	88	3
SQRDL	2	70	28
SQSTM1	51	45	4
SRBD1	1	100	1
SREK1	4	96	1
SRGAP2	29	70	1
SRGN	15	79	7
SRI	60	39	1
SRM	68	32	1
SRP14	19	77	4
SRP19	62	8	30
SRP54	18	78	4
SRP68	20	73	7
SRP72	24	69	6
SRP9	99	1	1
SRPK1	20	80	1
SRPR	9	82	9
SRPRB	11	82	8
SRRM1	11	89	1
SRRM2	12	88	1
SRRT	10	90	1
SRSF1	10	89	1
SRSF10	1	100	1
SRSF11	7	93	1
SRSF2	52	47	1
SRSF3	26	71	4
SRSF4	16	84	1
SRSF5	13	86	1
SRSF6	17	83	1
SRSF7	9	91	1
SSB	50	50	1
SSBP1	2	72	26
SSBP2	7	93	1
SSR1	10	86	4
SSR2	1	60	40
SSR3	4	95	1
SSR4	12	84	3
SSRP1	92	8	1
SSSCA1	95	5	1
SSU72	68	32	1
SSX1	1	95	5
ST13	75	25	1
ST7	1	63	37
STAG2	1	99	1
STAG3	33	33	33
STAM	100	1	1
STAMBP	70	29	1
STAP2	2	97	1
STARD9	6	1	94
STAT1	52	48	1
STAT2	52	48	1
STAT3	51	49	1
STAT5A	73	26	2
STAT5B	93	7	1
STAT6	40	60	1
STAU1	93	6	1
STAU2	100	1	1
STIM1	12	78	10
STIM2	33	33	33
STIP1	86	13	2
STK10	18	79	3
STK11IP	81	1	19
STK17B	59	41	1
STK24	31	67	2
STK25	1	99	1
STK38L	34	66	1
STK39	53	47	1
STK4	73	27	1
STMN1	100	1	1
STMN2	92	8	1
STOM	21	72	7
STOML2	1	68	31
STRA13	1	100	1
STRAP	59	40	1
STRBP	7	92	1
STRN	86	1	14
STT3A	7	83	10
STT3B	3	93	4
STUB1	75	12	13
STX12	36	56	8
STX16	67	30	3
STX18	7	80	13
STX3	1	1	100
STX4	10	76	14
STX5	33	33	33
STX7	99	1	1
STX8	73	1	27
STXBP1	4	93	3
STXBP2	30	62	8
STXBP3	6	75	19
SUB1	78	22	1
SUCLA2	3	44	53
SUCLG1	2	11	87
SUCLG2	1	65	35
SUGP2	1	98	1
SUGT1	88	11	1
SULT1C2	68	27	5
SUMF2	1	69	31
SUMO1	11	89	1
SUMO2	30	70	1
SUN1	19	81	1
SUN2	5	94	1
SUPT16H	97	1	1
SUPT20H	1	100	1
SUPT3H	1	100	1
SUPT5H	65	35	1
SUPT6H	36	64	1
SUPT7L	1	100	1
SUPV3L1	1	62	38
SURF1	1	48	52
SURF4	13	85	1
SURF6	2	98	1
SUZ12	1	100	1
SWAP70	69	13	18
SYAP1	64	35	1
SYK	27	68	6
SYMPK	14	85	1
SYNCRIP	50	49	1
SYNE2	1	98	2
SYNE3	2	97	1
SYNGR2	22	66	12
SYNGR3	20	72	8
SYNJ2BP	1	66	34
SYNRG	100	1	1
SYPL1	17	82	1
SYS1	1	98	2
SYVN1	1	98	2
TAB1	100	1	1
TACC3	100	1	1
TACO1	1	1	100
TAF1	1	100	1
TAF15	20	79	1
TAF2	1	100	1
TAF5	1	100	1
TAF5L	1	100	1
TAF6	1	100	1
TAGLN2	67	32	1
TALDO1	66	34	1
TAMM41	1	82	18
TAOK3	10	80	11
TAP1	10	84	7
TAP2	15	73	11
TAPBP	19	65	15
TARBP1	90	10	1
TARDBP	8	91	1
TARS	1	100	1
TARS2	4	42	55
TATDN1	37	8	55
TBC1D1	80	20	1
TBC1D13	49	51	1
TBC1D15	79	20	1
TBC1D24	77	23	1
TBC1D2B	88	12	1
TBC1D4	5	91	4
TBC1D5	84	16	1
TBC1D9B	100	1	1
TBCA	100	1	1
TBCB	84	8	8
TBCD	89	10	1
TBCE	100	1	1
TBK1	82	18	1
TBL1X	1	100	1
TBL1XR1	7	92	1
TBL2	6	80	14
TBL3	1	100	1
TBP	1	100	1
TBRG4	1	59	41
TCEA1	56	37	7
TCEB1	39	60	1
TCEB2	35	64	1
TCEB3	1	100	1
TCERG1	11	89	1
TCF7	1	100	1
TCOF1	17	83	1
TCP1	58	42	1
TCP11L1	32	64	4
TDP1	41	56	3
TDRKH	1	1	100
TECR	5	88	7
TEFM	36	7	58
TELO2	87	11	2
TERF1	43	57	1
TERF2	1	99	1
TERF2IP	15	84	1
TES	83	14	3
TESC	81	1	19
TEX10	1	99	1
TEX264	7	89	4
TFAM	2	50	48
TFAP4	1	100	1
TFB1M	1	61	39
TFB2M	3	65	32
TFDP2	1	100	1
TFG	98	2	1
TFIP11	1	99	1
TFRC	17	75	8
TGFB1	1	36	64
TGFBR3	1	43	57
TGOLN2	41	53	6
THADA	96	4	1
THAP11	6	93	1
THEM4	1	53	47
THEMIS	48	52	1
THG1L	80	14	6
THNSL1	1	1	100
THOC1	4	95	2
THOC2	2	98	1
THOC3	38	62	1
THOC5	1	89	11
THOC6	17	83	1
THOC7	1	100	1
THOP1	86	13	1
THRAP3	5	95	1
THUMPD1	61	39	1
THUMPD3	100	1	1
TIA1	1	99	1
TIAL1	51	46	3
TIFA	100	1	1
TIGAR	75	25	1
TIMELESS	95	1	5
TIMM10	14	1	86
TIMM10B	1	1	100
TIMM13	16	2	82
TIMM17A	1	84	16
TIMM17B	1	72	28
TIMM22	1	82	18
TIMM23	1	88	12
TIMM44	2	65	33
TIMM50	1	68	31
TIMM8A	3	63	34
TIMM8B	41	1	59
TIMM9	1	1	100
TIPIN	91	1	8
TIPRL	74	26	1
TJP2	89	8	3
TK2	1	46	54
TKT	61	38	1
TLE3	46	53	1
TLK1	1	100	1
TLK2	1	100	1
TLN1	62	37	1
TLN2	17	77	6
TLR9	1	98	2
TM7SF2	1	100	1
TM9SF1	90	10	1
TM9SF2	5	94	1
TM9SF3	8	90	3
TM9SF4	8	90	1
TMCO1	9	72	19
TMED1	3	94	3
TMED10	8	89	4
TMED2	5	88	7
TMED3	4	87	9
TMED4	1	92	8
TMED5	9	86	5
TMED7	10	88	3
TMED9	15	78	6
TMEM109	10	84	6
TMEM11	1	22	78
TMEM120A	2	97	1
TMEM126A	2	38	60
TMEM126B	1	1	100
TMEM147	1	100	1
TMEM14C	1	68	32
TMEM164	18	62	20
TMEM165	1	98	2
TMEM167A	16	84	1
TMEM173	15	81	4
TMEM186	1	1	100
TMEM192	45	49	6
TMEM194A	1	100	1
TMEM201	1	100	1
TMEM205	5	90	5
TMEM208	1	95	5
TMEM209	1	100	1
TMEM214	17	79	4
TMEM223	1	68	32
TMEM242	1	1	100
TMEM258	10	90	1
TMEM259	1	95	5
TMEM33	14	82	5
TMEM38B	1	98	2
TMEM41A	5	93	2
TMEM41B	18	62	20
TMEM43	9	88	3
TMEM57	1	1	100
TMEM65	1	74	26
TMEM70	1	73	26
TMEM87A	3	96	1
TMEM9	9	62	28
TMEM97	2	98	1
TMF1	1	98	2
TMOD3	98	2	1
TMPO	2	98	1
TMPO	2	98	1
TMPPE	1	98	2
TMSB10	100	1	1
TMUB1	9	76	15
TMX1	9	86	5
TMX2	8	79	13
TMX3	1	98	1
TNFAIP8	47	52	1
TNFRSF10B	1	81	19
TNFRSF4	1	1	100
TNFRSF8	20	44	36
TNFSF9	1	1	100
TNIP1	100	1	1
TNKS1BP1	97	1	3
TNPO1	33	66	1
TNPO2	34	66	1
TNPO3	66	34	1
TOE1	10	90	1
TOM1	33	33	33
TOMM20	1	84	16
TOMM22	1	77	23
TOMM34	91	8	1
TOMM40	1	66	33
TOMM5	6	59	35
TOMM6	1	1	100
TOMM7	1	90	10
TOMM70A	2	70	28
TONSL	1	100	1
TOP1	1	99	1
TOPBP1	4	62	33
TOR1A	5	94	1
TOR1AIP1	1	99	1
TOR1AIP2	18	64	18
TOR1AIP2	18	64	18
TOR1B	1	96	3
TOR2A	1	100	1
TOR2A	1	100	1
TOX4	1	100	1
TP53BP1	86	14	1
TP53RK	79	21	1
TP63	21	79	1
TPD52	76	15	8
TPD52L2	74	19	7
TPI1	79	20	1
TPK1	100	1	1
TPM2	67	33	1
TPM3	68	31	1
TPM4	100	1	1
TPMT	63	37	1
TPP1	30	67	3
TPP2	57	42	1
TPR	3	96	1
TPRG1L	1	1	100
TPRKB	77	23	1
TPT1	19	80	1
TRA2A	1	100	1
TRA2B	4	96	1
TRABD	1	61	39
TRADD	83	17	1
TRAF1	54	44	2
TRAF2	38	60	1
TRAF3	56	31	12
TRAF6	71	29	1
TRAFD1	79	21	1
TRAM1	16	76	9
TRAP1	1	77	22
TRAPPC2	16	84	1
TRAPPC3	52	46	1
TRAPPC5	100	1	1
TRAPPC6B	65	35	1
TREX1	2	95	3
TRIAP1	1	1	100
TRIM14	1	1	100
TRIM16	100	1	1
TRIM21	100	1	1
TRIM22	3	96	1
TRIM23	2	97	1
TRIM24	4	96	1
TRIM25	76	22	2
TRIM28	21	79	1
TRIM33	6	94	1
TRIM4	41	58	1
TRIM56	100	1	1
TRIP10	63	35	2
TRIP11	1	99	1
TRIP12	13	87	1
TRIP13	55	45	1
TRMT1	94	3	3
TRMT10A	100	1	1
TRMT11	100	1	1
TRMT112	75	25	1
TRMT1L	24	76	1
TRMT2A	79	21	1
TRMT5	94	3	3
TRMT6	74	26	1
TRMT61A	86	14	1
TRMT61B	1	25	75
TRMU	1	1	100
TRNT1	52	36	12
TROVE2	53	47	1
TRPC4	53	23	23
TRPC5	1	14	86
TRPM3	60	38	2
TRPV2	1	92	8
TRRAP	4	96	1
TRUB2	1	43	57
TSC2	100	1	1
TSC22D2	99	1	1
TSC22D4	100	1	1
TSFM	1	51	49
TSG101	49	49	2
TSN	59	41	1
TSNAX	83	17	1
TSPAN15	2	96	2
TSPAN3	44	41	15
TSPAN4	1	95	5
TSPYL1	10	90	1
TSPYL2	1	98	2
TSR1	21	79	1
TSR2	93	1	7
TSR3	33	67	1
TSSC1	91	9	1
TST	1	37	63
TSTA3	67	32	1
TTC1	77	22	1
TTC17	1	91	9
TTC19	1	1	100
TTC27	89	3	7
TTC33	1	100	1
TTC7A	1	93	7
TTC9C	100	1	1
TTI1	80	20	1
TTLL12	79	21	1
TTN	67	31	3
TUBA1A	54	46	1
TUBA1B	57	43	1
TUBA1C	59	41	1
TUBA8	57	1	43
TUBAL3	41	59	1
TUBB	59	40	1
TUBB2A	79	21	1
TUBB2B	65	35	1
TUBB3	100	1	1
TUBB6	48	52	1
TUBB8	54	46	1
TUBG1	47	53	1
TUBGCP2	58	42	1
TUBGCP4	36	64	1
TUFM	3	56	41
TUFT1	11	87	1
TUT1	56	44	1
TWF1	100	1	1
TWF2	92	8	1
TXLNA	57	40	3
TXLNG	82	11	7
TXN	75	23	1
TXN2	1	93	7
TXNDC11	1	1	100
TXNDC12	25	64	11
TXNDC17	97	3	1
TXNDC5	20	63	17
TXNL1	64	36	1
TXNL4A	1	100	1
TXNL4B	100	1	1
TXNRD1	67	33	1
TXNRD2	1	44	56
TYK2	52	35	13
TYMS	65	34	1
TYW5	1	100	1
U2AF1	14	86	1
U2AF2	7	92	1
U2SURP	1	99	1
UAP1	87	12	1
UBA1	62	38	1
UBA2	72	27	2
UBA3	74	26	1
UBA5	61	38	1
UBA52	1	100	1
UBA6	76	23	1
UBAC1	100	1	1
UBAP2	62	31	7
UBAP2L	60	33	6
UBE2D3	40	60	1
UBE2E1	1	100	1
UBE2G1	33	33	33
UBE2G2	11	87	2
UBE2I	51	49	1
UBE2K	67	33	1
UBE2L3	99	1	1
UBE2L6	100	1	1
UBE2M	55	44	1
UBE2N	54	45	1
UBE2NL	33	33	33
UBE2O	90	10	1
UBE2Q1	47	53	1
UBE2S	67	33	1
UBE2T	58	42	1
UBE2V1	48	52	1
UBE2V2	73	26	1
UBE2Z	80	19	1
UBE3A	90	9	1
UBE3C	79	21	1
UBE4A	1	100	1
UBE4B	84	16	1
UBFD1	52	48	1
UBL4A	87	13	1
UBLCP1	50	47	2
UBQLN1	63	37	1
UBQLN2	52	48	1
UBQLN4	33	66	1
UBR2	97	3	1
UBR4	91	9	1
UBR5	1	1	100
UBR7	71	29	1
UBTF	5	94	1
UBXN1	88	12	1
UBXN4	7	90	4
UBXN6	95	5	1
UBXN7	62	37	1
UCHL3	90	10	1
UCHL5	52	48	1
UCK2	75	25	1
UCKL1	83	17	1
UFC1	49	49	2
UFD1L	32	65	3
UGDH	77	23	1
UGGT1	14	81	6
UGP2	1	100	1
UHRF1	1	96	3
UHRF2	1	95	5
ULK3	1	100	1
UMPS	76	23	1
UNC119	100	1	1
UNC13D	53	47	1
UNC45A	86	12	2
UPF1	51	47	2
UPF2	78	22	1
UPF3B	75	25	1
UPRT	100	1	1
UQCR10	1	92	8
UQCRB	5	50	45
UQCRC1	1	75	25
UQCRC2	1	67	32
UQCRFS1	2	69	29
UQCRH	5	40	55
UQCRQ	1	71	28
URB1	1	98	1
URB2	1	100	1
URM1	77	23	1
UROD	68	32	1
USE1	59	39	2
USF1	1	100	1
USMG5	1	78	22
USO1	49	50	2
USP10	67	32	1
USP13	94	6	1
USP14	60	40	1
USP15	66	33	1
USP16	89	10	2
USP19	75	24	1
USP24	55	45	1
USP3	1	99	1
USP30	1	1	100
USP34	7	80	13
USP39	4	95	1
USP47	97	3	1
USP48	4	96	1
USP5	66	34	1
USP7	44	56	1
USP9X	83	16	1
USP9Y	1	1	100
UTP14A	4	96	1
UTP15	1	100	1
UTP20	4	95	1
UTP23	4	96	1
UTP3	3	96	1
UTP6	1	100	1
UTS2	20	63	18
UVRAG	96	4	1
UXS1	3	96	1
VAC14	43	56	2
VAMP2	20	78	2
VAMP7	30	42	28
VAMP8	33	49	18
VAPA	14	71	15
VAPB	7	84	8
VARS	64	36	1
VARS2	36	11	53
VASP	96	2	1
VAV2	57	42	1
VBP1	96	1	4
VCAM1	8	67	25
VCL	74	26	1
VCP	48	50	3
VCPIP1	33	33	33
VDAC1	4	74	22
VDAC2	3	73	24
VDAC3	1	85	14
VEZF1	1	100	1
VEZT	1	98	2
VIM	6	92	2
VIPAS39	63	33	4
VKORC1	10	84	6
VKORC1L1	3	96	1
VMA21	1	99	1
VPRBP	16	83	1
VPS11	10	1	90
VPS13A	34	66	1
VPS13C	75	22	2
VPS16	27	72	1
VPS18	54	30	16
VPS25	22	78	1
VPS26A	98	2	1
VPS26B	95	5	1
VPS28	30	69	1
VPS29	75	25	1
VPS33A	38	62	1
VPS33B	64	34	2
VPS35	84	14	1
VPS39	1	100	1
VPS41	73	26	1
VPS45	37	59	4
VPS4A	64	36	1
VPS4B	67	33	1
VPS51	84	15	1
VPS53	100	1	1
VRK1	1	99	1
VRK2	1	99	1
VTA1	77	13	10
VTI1B	85	6	9
WAC	5	93	2
WAPAL	2	98	1
WARS	54	46	1
WARS2	1	37	63
WAS	19	80	1
WASF1	44	56	1
WASF2	19	81	1
WASH4P	84	4	12
WBP11	25	74	1
WBSCR16	1	36	64
WDHD1	12	88	1
WDR1	65	34	1
WDR11	86	13	1
WDR12	55	45	1
WDR18	4	95	1
WDR26	20	80	1
WDR3	1	99	1
WDR36	7	92	1
WDR43	5	91	4
WDR44	100	1	1
WDR48	32	66	2
WDR5	11	89	1
WDR55	100	1	1
WDR6	94	6	1
WDR61	26	74	1
WDR70	40	60	1
WDR74	95	1	5
WDR75	1	100	1
WDR76	1	100	1
WDR77	57	43	1
WDR82	5	94	1
WDR89	1	100	1
WDR91	98	1	2
WHSC1	1	98	2
WIBG	96	4	1
WIZ	1	97	3
WNK1	100	1	1
WNK2	1	100	1
WNT5B	1	22	78
WRAP53	1	99	1
WRNIP1	58	42	1
WTAP	1	100	1
WWC3	1	98	2
WWP2	15	66	19
XAB2	3	97	1
XIAP	100	1	1
XPNPEP1	80	20	1
XPNPEP3	1	80	20
XPO1	27	73	1
XPO4	1	100	1
XPO5	42	58	1
XPO6	24	49	27
XPO7	81	19	1
XPOT	78	21	1
XRCC5	34	66	1
XRCC6	31	69	1
XRN2	2	98	1
XXYLT1	1	95	5
XYLB	100	1	1
YARS	60	40	1
YARS2	1	74	26
YBEY	1	1	100
YBX1	57	37	5
YIF1A	1	100	1
YIF1B	19	77	4
YIPF3	19	81	1
YIPF4	1	99	1
YKT6	49	50	1
YLPM1	1	100	1
YME1L1	1	52	48
YRDC	80	20	1
YTHDF1	100	1	1
YTHDF2	61	30	9
YTHDF3	71	26	3
YWHAB	69	30	1
YWHAE	54	45	1
YWHAG	62	36	2
YWHAH	59	40	1
YWHAQ	61	38	1
YWHAZ	58	41	1
YY1	1	100	1
ZADH2	1	1	100
ZAP70	62	38	1
ZBTB21	22	78	1
ZBTB40	1	100	1
ZBTB43	1	100	1
ZBTB7A	1	100	1
ZBTB8OS	100	1	1
ZC3H11A	1	93	7
ZC3H12D	1	99	1
ZC3H13	13	87	1
ZC3H14	1	100	1
ZC3H15	75	17	7
ZC3H18	3	97	1
ZC3H4	70	30	1
ZC3H6	56	1	44
ZC3H7A	96	1	4
ZC3HAV1	61	32	6
ZC3HC1	3	97	1
ZCCHC11	5	95	1
ZCCHC3	88	10	2
ZCCHC6	37	1	63
ZCCHC8	1	100	1
ZDHHC5	29	16	55
ZFC3H1	1	100	1
ZFP36L1	100	1	1
ZFP91	4	96	1
ZFPL1	4	92	3
ZFR	1	100	1
ZFYVE19	100	1	1
ZKSCAN1	1	100	1
ZMPSTE24	11	82	7
ZMYM4	1	65	35
ZMYM6NB	12	82	6
ZMYND8	1	100	1
ZNF131	1	100	1
ZNF148	1	100	1
ZNF207	10	90	1
ZNF281	1	99	1
ZNF318	1	100	1
ZNF326	1	100	1
ZNF48	1	100	1
ZNF512	1	100	1
ZNF578	1	85	15
ZNF592	96	4	1
ZNF598	65	33	2
ZNF622	37	59	4
ZNF638	1	98	2
ZNF655	1	100	1
ZNF66	1	100	1
ZNF668	1	100	1
ZNF787	1	100	1
ZNF865	1	100	1
ZNHIT2	91	9	1
ZRANB2	19	81	1
ZW10	48	50	2
ZWINT	30	70	1
ZYX	99	1	1
