"Gene"	"Cyt.Larance"	"Nucleus.Larance"	"Cytoskeleton.Larance"	"Membrane.Larance"
"NPEPPS"	86	1	1	14
"NPLOC4"	69	1	1	30
"NPM1"	3	30	4	63
"NPM3"	2	7	55	35
"NPTN"	1	5	21	75
"NQO1"	97	1	1	3
"NR2C2AP"	100	1	1	1
"NRAS"	2	4	6	89
"NRBF2"	100	1	1	1
"NRBP1"	94	1	1	6
"NRD1"	98	1	1	2
"NRF1"	1	62	1	38
"NRM"	1	14	64	22
"NSA2"	1	34	62	4
"NSDHL"	13	1	1	86
"NSF"	1	4	1	96
"NSFL1C"	80	1	1	20
"NSMCE2"	22	45	1	33
"NSMCE4A"	1	100	1	1
"NSUN2"	65	1	1	35
"NSUN4"	1	2	1	98
"NSUN5"	1	35	61	4
"NSUN6"	62	1	1	37
"NT5C"	75	1	22	4
"NT5C2"	98	2	1	1
"NT5C3A"	1	1	1	100
"NT5DC1"	87	1	1	13
"NT5DC2"	1	1	1	99
"NTM"	1	14	59	26
"NTMT1"	99	1	1	1
"NTPCR"	83	2	1	15
"NUBP1"	100	1	1	1
"NUBP2"	98	1	1	2
"NUCB1"	1	1	1	100
"NUCB2"	1	1	1	100
"NUCKS1"	55	1	1	43
"NUDC"	86	1	1	14
"NUDCD1"	69	1	1	31
"NUDCD2"	92	1	1	8
"NUDCD3"	74	1	1	26
"NUDT1"	76	1	2	22
"NUDT11"	97	1	1	3
"NUDT15"	100	1	1	1
"NUDT16"	99	1	1	1
"NUDT16L1"	1	99	1	1
"NUDT19"	1	1	1	100
"NUDT2"	99	1	1	1
"NUDT21"	4	22	36	38
"NUDT3"	97	1	1	3
"NUDT4"	100	1	1	1
"NUDT5"	91	1	1	9
"NUDT8"	1	1	1	100
"NUDT9"	55	1	1	45
"NUF2"	91	1	1	9
"NUFIP2"	1	9	1	91
"NUMB"	4	5	1	91
"NUP107"	3	36	61	1
"NUP133"	1	44	55	1
"NUP153"	1	49	49	2
"NUP155"	1	26	57	17
"NUP188"	8	38	46	7
"NUP205"	1	44	56	1
"NUP210"	1	7	33	60
"NUP214"	45	8	36	11
"NUP35"	3	27	65	5
"NUP37"	2	35	63	1
"NUP43"	36	21	43	1
"NUP50"	1	40	25	36
"NUP54"	20	29	49	1
"NUP62"	26	13	59	2
"NUP85"	10	27	63	1
"NUP88"	5	35	61	1
"NUP93"	13	34	52	1
"NUP98"	2	44	54	1
"NUSAP1"	1	33	1	67
"NUTF2"	94	1	1	6
"NVL"	1	68	32	1
"NXF1"	2	68	28	2
"NXN"	61	1	1	39
"NXT1"	1	100	1	1
"OARD1"	82	1	1	17
"OAT"	1	1	1	99
"OCIAD1"	11	11	37	41
"OCIAD2"	1	22	33	45
"OCLN"	1	1	1	99
"OGDH"	1	1	1	99
"OGFOD1"	68	1	1	32
"OGFR"	89	1	1	11
"OGT"	48	2	1	50
"OLA1"	88	1	1	12
"OPA3"	1	1	1	100
"OPLAH"	100	1	1	1
"OPTN"	98	1	1	2
"ORC1"	1	68	1	32
"ORC2"	47	40	1	13
"ORC3"	1	81	1	19
"ORC4"	1	76	1	24
"ORC6"	1	3	50	47
"ORMDL1"	1	1	27	72
"ORMDL2"	1	1	1	100
"ORMDL3"	1	1	18	82
"OS9"	1	1	18	82
"OSBP"	93	1	1	7
"OSBPL10"	33	3	1	64
"OSBPL11"	62	1	1	38
"OSBPL5"	1	1	1	99
"OSBPL8"	1	5	1	95
"OSBPL9"	45	1	1	55
"OSGEP"	96	1	1	4
"OSTC"	1	1	41	59
"OSTF1"	100	1	1	1
"OTUB1"	85	1	1	15
"OTUD4"	91	1	1	9
"OTUD6B"	83	1	1	17
"OTUD7B"	100	1	1	1
"OTULIN"	100	1	1	1
"OXA1L"	1	51	1	49
"OXCT1"	1	1	1	100
"OXSM"	4	1	1	96
"OXSR1"	81	1	1	19
"P4HA1"	1	4	6	90
"P4HA2"	1	2	1	96
"P4HB"	1	2	8	90
"PA2G4"	72	6	7	15
"PAAF1"	67	1	1	33
"PABPC1"	40	3	25	32
"PABPC4"	42	4	21	33
"PABPN1"	1	45	42	13
"PACS1"	100	1	1	1
"PACSIN2"	39	1	1	59
"PACSIN3"	24	11	25	40
"PAF1"	1	54	28	19
"PAFAH1B1"	80	1	1	20
"PAFAH1B2"	84	1	1	16
"PAFAH1B3"	89	1	1	11
"PAGE2B"	92	1	1	7
"PAICS"	94	1	1	6
"PAIP2"	98	1	1	2
"PAK1"	99	1	1	1
"PAK1IP1"	1	41	59	1
"PAK2"	98	1	1	2
"PAK4"	12	11	1	77
"PALLD"	73	1	7	19
"PALM"	1	33	33	33
"PALM2"	1	54	1	46
"PAM"	1	1	1	100
"PAM16"	1	9	20	71
"PAPD5"	1	9	33	58
"PAPOLA"	49	1	1	51
"PAPSS1"	80	1	1	20
"PAPSS2"	87	1	1	13
"PARD3"	78	4	4	14
"PARD6B"	36	1	1	63
"PARK7"	84	1	1	15
"PARN"	1	37	60	2
"PARP1"	24	28	20	28
"PARP14"	74	6	1	21
"PARP2"	24	7	10	59
"PARP4"	99	1	1	1
"PARVA"	46	1	1	54
"PARVB"	28	34	1	38
"PARVG"	81	1	1	19
"PATL1"	72	1	1	28
"PAWR"	33	3	1	64
"PAXBP1"	1	99	1	1
"PBDC1"	90	1	1	10
"PBRM1"	1	83	9	6
"PBXIP1"	1	13	1	87
"PC"	1	1	1	100
"PCBD1"	80	1	1	20
"PCBD2"	84	1	1	15
"PCBP1"	42	6	37	15
"PCID2"	70	18	12	1
"PCK2"	1	1	1	99
"PCLO"	8	1	1	92
"PCM1"	51	7	35	7
"PCMT1"	79	1	1	21
"PCNA"	48	4	23	26
"PCNP"	83	4	1	14
"PCNT"	27	8	54	11
"PCYOX1"	1	1	5	95
"PCYOX1L"	21	1	1	79
"PDAP1"	71	3	1	27
"PDCD10"	73	1	1	26
"PDCD11"	1	42	58	1
"PDCD2L"	70	3	1	27
"PDCD4"	71	1	1	29
"PDCD5"	78	1	1	22
"PDCD6"	84	1	1	16
"PDCD6IP"	91	1	1	8
"PDCL3"	82	1	1	18
"PDDC1"	59	1	1	41
"PDE12"	61	1	1	39
"PDE4DIP"	30	45	1	25
"PDF"	1	41	1	59
"PDGFRB"	1	1	26	73
"PDHA1"	1	11	6	83
"PDHB"	1	7	21	72
"PDHX"	1	8	9	83
"PDIA3"	1	2	3	95
"PDIA4"	1	1	1	98
"PDIA5"	1	58	1	42
"PDIA6"	1	2	12	86
"PDLIM1"	100	1	1	1
"PDLIM2"	79	6	1	15
"PDLIM3"	32	2	66	1
"PDLIM4"	50	6	25	19
"PDLIM5"	80	1	1	19
"PDLIM7"	27	20	32	21
"PDPR"	1	1	1	100
"PDRG1"	74	1	1	26
"PDS5A"	8	13	2	77
"PDXDC1"	99	1	1	1
"PDXK"	91	1	1	8
"PDXP"	100	1	1	1
"PDZD11"	51	2	1	47
"PEAK1"	1	33	1	67
"PEBP1"	88	1	1	12
"PEF1"	96	1	1	4
"PELO"	89	1	5	5
"PELP1"	1	33	64	3
"PEPD"	96	1	1	4
"PES1"	6	11	64	19
"PEX11B"	1	5	1	95
"PEX14"	1	11	1	89
"PEX16"	1	1	1	100
"PEX19"	83	1	1	17
"PFAS"	94	1	1	6
"PFDN1"	82	1	1	18
"PFDN2"	78	1	1	21
"PFDN4"	78	1	1	22
"PFDN5"	79	1	1	21
"PFDN6"	77	1	1	21
"PFKFB2"	100	1	1	1
"PFKL"	97	1	1	3
"PFKM"	99	1	1	1
"PFKP"	94	1	1	4
"PFN1"	84	1	1	15
"PGAM1"	90	1	1	10
"PGAM5"	1	25	44	32
"PGD"	88	1	1	12
"PGK1"	86	1	1	12
"PGLS"	92	1	1	8
"PGM1"	92	1	1	8
"PGM2"	88	1	1	11
"PGM2L1"	100	1	1	1
"PGM3"	99	1	1	1
"PGM5"	51	1	43	5
"PGP"	83	1	1	17
"PGRMC1"	1	2	5	92
"PGRMC2"	1	2	1	97
"PHACTR4"	99	1	1	1
"PHAX"	52	1	1	48
"PHB"	1	12	41	48
"PHB2"	1	15	33	53
"PHF12"	1	39	3	58
"PHF14"	1	100	1	1
"PHF3"	1	64	4	32
"PHF5A"	16	24	27	33
"PHF6"	30	20	1	50
"PHGDH"	78	1	7	15
"PHIP"	1	94	1	6
"PHKG2"	55	1	1	45
"PHLDA3"	14	9	1	77
"PHLDB1"	98	1	1	2
"PHLDB2"	17	51	1	32
"PHPT1"	96	1	1	4
"PHRF1"	1	7	65	28
"PI4K2A"	1	1	1	100
"PICALM"	8	8	6	78
"PIEZO1"	1	31	1	69
"PIGK"	1	1	1	100
"PIGS"	3	18	1	79
"PIGT"	1	1	1	100
"PIGU"	1	1	1	100
"PIH1D1"	84	1	1	15
"PIK3C2A"	58	26	1	16
"PIK3R1"	100	1	1	1
"PIK3R4"	98	1	1	2
"PIN1"	90	1	1	10
"PIN4"	85	1	1	15
"PINX1"	2	61	33	5
"PIP4K2A"	75	1	1	25
"PIP4K2C"	94	1	1	6
"PIP5K1A"	1	6	1	94
"PIR"	93	1	1	7
"PISD"	1	1	1	100
"PITHD1"	100	1	1	1
"PITPNA"	95	1	1	5
"PITPNB"	85	1	1	15
"PITRM1"	1	1	1	100
"PKD1L2"	1	8	42	50
"PKIB"	100	1	1	1
"PKN1"	100	1	1	1
"PKN2"	60	1	1	40
"PKP2"	1	3	50	47
"PLAA"	79	1	1	20
"PLAUR"	1	11	49	40
"PLBD2"	1	1	1	100
"PLCB3"	53	4	1	43
"PLCD1"	10	2	1	88
"PLCG1"	96	1	1	4
"PLCH1"	1	11	28	61
"PLD3"	1	11	1	89
"PLEKHG3"	1	35	65	1
"PLGRKT"	1	25	42	33
"PLIN2"	7	1	1	93
"PLIN3"	74	1	1	26
"PLK1"	34	18	16	33
"PLOD1"	1	7	20	73
"PLOD3"	1	4	44	51
"PLRG1"	2	41	32	26
"PLS1"	71	29	1	1
"PLS3"	82	6	1	12
"PLXNB2"	1	3	65	33
"PM20D2"	100	1	1	1
"PML"	1	35	49	16
"PMM1"	99	1	1	1
"PMM2"	97	1	1	3
"PMPCA"	1	1	1	99
"PMPCB"	1	1	1	100
"PMS2"	34	1	1	66
"PMVK"	93	1	1	7
"PNKP"	31	41	1	27
"PNN"	1	62	34	4
"PNO1"	7	23	61	9
"PNP"	89	1	1	11
"PNPLA6"	1	1	1	100
"PNPO"	99	1	1	1
"PNPT1"	1	5	1	95
"PODXL"	1	3	60	38
"POFUT1"	1	1	1	100
"POGLUT1"	1	10	1	90
"POGZ"	1	56	24	20
"POLA1"	33	3	1	64
"POLA2"	22	1	49	29
"POLD1"	55	5	1	41
"POLD2"	62	1	1	38
"POLD3"	2	1	1	98
"POLDIP2"	1	1	1	99
"POLDIP3"	1	58	26	16
"POLE3"	66	6	1	28
"POLE4"	88	1	1	12
"POLR1A"	1	66	27	6
"POLR1B"	1	93	7	1
"POLR1C"	58	20	2	20
"POLR1D"	68	7	1	26
"POLR2A"	1	42	26	32
"POLR2B"	59	10	21	11
"POLR2C"	29	63	3	5
"POLR2D"	9	50	1	41
"POLR2E"	18	18	50	14
"POLR2F"	4	58	1	39
"POLR2G"	32	48	1	20
"POLR2H"	51	18	2	29
"POLR2I"	45	48	1	7
"POLR2J"	22	51	1	27
"POLR2K"	43	34	1	23
"POLR2L"	40	23	3	34
"POLR2M"	97	1	1	3
"POLR3A"	1	1	1	99
"POLR3C"	1	1	1	99
"POLRMT"	1	13	1	87
"POM121"	1	37	60	3
"POM121C"	1	50	50	1
"POMP"	80	1	1	20
"PON2"	1	1	1	98
"POP1"	1	12	8	80
"POP4"	31	38	2	29
"POP7"	5	5	1	90
"POR"	1	1	12	87
"POTEE"	73	17	1	10
"POTEF"	27	3	58	12
"POU2F1"	1	100	1	1
"PPA1"	88	1	1	12
"PPA2"	3	1	1	97
"PPAN"	1	34	66	1
"PPAT"	100	1	1	1
"PPCS"	100	1	1	1
"PPFIA1"	42	1	1	58
"PPFIBP1"	37	1	1	63
"PPIA"	77	1	2	20
"PPIB"	1	17	14	68
"PPIC"	1	9	1	91
"PPID"	75	1	1	25
"PPIE"	69	8	13	10
"PPIF"	1	20	6	74
"PPIG"	1	17	33	50
"PPIH"	73	11	1	16
"PPIL1"	52	3	37	8
"PPIL3"	85	12	1	4
"PPIL4"	1	8	1	92
"PPM1A"	95	1	1	5
"PPM1B"	100	1	1	1
"PPM1F"	99	1	1	1
"PPM1G"	68	1	1	31
"PPME1"	94	1	1	6
"PPP1CA"	38	15	19	28
"PPP1CB"	17	5	23	56
"PPP1CC"	15	24	31	30
"PPP1R10"	1	2	19	79
"PPP1R11"	94	1	1	6
"PPP1R12A"	49	9	1	41
"PPP1R13L"	97	1	1	3
"PPP1R14B"	78	1	1	22
"PPP1R14C"	100	1	1	1
"PPP1R18"	1	73	23	3
"PPP1R2"	75	1	1	25
"PPP1R7"	85	1	1	15
"PPP1R8"	2	82	1	16
"PPP1R9B"	1	39	51	10
"PPP2CA"	74	1	3	22
"PPP2R1A"	83	1	1	15
"PPP2R1B"	86	1	1	14
"PPP2R2A"	91	1	1	9
"PPP2R4"	96	1	1	4
"PPP2R5D"	90	1	1	10
"PPP2R5E"	77	1	1	22
"PPP3R1"	100	1	1	1
"PPP4C"	31	1	1	69
"PPP4R1"	96	1	1	4
"PPP4R2"	1	1	1	99
"PPP5C"	80	1	1	19
"PPP6C"	95	1	1	5
"PPP6R1"	100	1	1	1
"PPP6R3"	96	1	1	4
"PPT1"	1	1	1	100
"PPWD1"	42	23	1	35
"PQBP1"	36	31	1	33
"PRAF2"	1	1	1	99
"PRAME"	1	6	28	67
"PRC1"	50	1	1	49
"PRCC"	1	41	1	59
"PRCP"	1	2	1	98
"PRDX1"	89	1	3	8
"PRDX2"	88	1	1	12
"PRDX3"	1	1	17	82
"PRDX4"	1	2	1	98
"PRDX5"	40	3	4	54
"PRDX6"	85	1	1	15
"PREB"	1	5	23	72
"PREP"	100	1	1	1
"PREPL"	88	1	1	12
"PRIM1"	71	5	4	20
"PRIM2"	75	1	10	15
"PRKAA1"	87	1	2	12
"PRKACA"	54	1	1	45
"PRKAG1"	86	1	1	14
"PRKAR2A"	57	2	2	39
"PRKCA"	100	1	1	1
"PRKCI"	58	1	11	31
"PRKCSH"	1	2	1	98
"PRKDC"	11	14	24	51
"PRKRA"	62	1	15	22
"PRKRIP1"	1	62	1	38
"PRKRIR"	15	1	1	85
"PRMT1"	52	3	2	43
"PRMT3"	99	1	1	1
"PRMT5"	80	2	1	18
"PRNP"	1	15	66	19
"PROCR"	1	11	29	60
"PROSC"	92	1	1	8
"PRPF19"	3	29	35	33
"PRPF3"	1	41	18	41
"PRPF31"	1	42	19	38
"PRPF38A"	1	41	59	1
"PRPF38B"	1	100	1	1
"PRPF4"	1	57	22	21
"PRPF40A"	1	62	28	10
"PRPF40B"	1	75	1	25
"PRPF4B"	1	94	1	6
"PRPF6"	1	54	33	13
"PRPF8"	6	30	36	28
"PRPS1"	99	1	1	1
"PRPS1L1"	1	1	1	100
"PRPS2"	97	1	1	3
"PRPSAP1"	98	1	1	2
"PRPSAP2"	98	1	1	2
"PRR11"	1	5	1	95
"PRRC1"	73	1	1	27
"PRRC2A"	18	1	1	82
"PRSS1"	26	39	7	28
"PRTFDC1"	100	1	1	1
"PSAT1"	95	1	1	5
"PSEN1"	1	16	1	84
"PSIP1"	32	40	15	12
"PSMA1"	65	1	1	34
"PSMA2"	55	1	3	42
"PSMA3"	72	1	1	26
"PSMA4"	70	1	1	30
"PSMA5"	66	1	5	28
"PSMA6"	55	1	1	44
"PSMA7"	79	1	1	21
"PSMB1"	79	1	1	21
"PSMB10"	69	1	1	31
"PSMB2"	57	1	1	43
"PSMB3"	73	1	1	27
"PSMB4"	69	1	1	29
"PSMB5"	73	1	1	26
"PSMB6"	41	30	1	30
"PSMB7"	72	1	1	28
"PSMB8"	72	1	1	28
"PSMB9"	70	1	1	30
"PSMC1"	78	1	1	21
"PSMC2"	79	1	1	20
"PSMC3"	65	1	2	32
"PSMC4"	65	1	1	34
"PSMC5"	64	1	1	35
"PSMC6"	81	1	1	18
"PSMD1"	65	1	1	33
"PSMD10"	90	1	1	10
"PSMD11"	65	1	1	34
"PSMD12"	79	1	1	21
"PSMD13"	59	1	1	41
"PSMD14"	68	1	1	30
"PSMD2"	75	1	1	24
"PSMD3"	65	1	1	34
"PSMD4"	83	1	2	13
"PSMD5"	88	1	1	12
"PSMD7"	70	1	1	28
"PSMD8"	65	1	1	35
"PSMD9"	94	1	1	6
"PSME1"	89	1	1	11
"PSME2"	79	1	1	21
"PSME3"	47	1	1	52
"PSME4"	41	1	1	59
"PSMF1"	96	1	1	4
"PSMG1"	82	1	1	18
"PSMG2"	97	1	1	3
"PSMG3"	90	1	1	10
"PSMG4"	86	1	1	14
"PSPC1"	15	22	20	44
"PSPH"	88	1	1	12
"PTBP1"	17	36	29	19
"PTBP2"	1	89	1	11
"PTBP3"	5	95	1	1
"PTCD3"	1	8	23	68
"PTDSS1"	1	12	32	56
"PTER"	94	1	6	1
"PTGES2"	1	1	1	99
"PTGES3"	74	1	8	18
"PTGFRN"	1	3	1	97
"PTGR1"	98	1	1	2
"PTGR2"	100	1	1	1
"PTK2"	97	1	1	3
"PTK7"	1	3	40	57
"PTMA"	93	1	1	6
"PTMS"	96	1	1	4
"PTP4A1"	3	10	1	87
"PTP4A2"	1	50	1	50
"PTPLAD1"	1	4	32	64
"PTPMT1"	1	1	1	99
"PTPN1"	1	1	1	99
"PTPN11"	94	1	1	6
"PTPN12"	100	1	1	1
"PTPN23"	91	7	1	3
"PTPRF"	1	1	31	67
"PTRF"	20	8	29	43
"PTRH2"	1	9	1	91
"PTRHD1"	95	1	1	5
"PTS"	100	1	1	1
"PUM2"	6	7	1	86
"PURA"	51	9	1	39
"PURB"	42	4	3	51
"PUS1"	7	1	1	93
"PUS7"	49	8	1	44
"PVR"	1	5	32	62
"PVRL1"	1	42	1	58
"PVRL2"	1	2	49	50
"PWP1"	34	33	27	6
"PWP2"	1	27	73	1
"PXDN"	11	4	1	85
"PXMP2"	1	13	1	87
"PXN"	93	1	1	7
"PYCR1"	1	4	1	95
"PYCR2"	1	2	1	98
"PYCRL"	88	1	1	12
"PYGB"	96	1	1	4
"PYGL"	92	1	1	8
"PYGM"	100	1	1	1
"QARS"	81	1	1	19
"QDPR"	82	1	1	18
"QKI"	13	53	6	28
"QPCTL"	1	22	1	78
"QPRT"	87	1	1	13
"QRICH1"	57	1	1	43
"QSER1"	1	1	1	100
"QSOX2"	1	1	1	100
"RAB10"	3	1	11	85
"RAB11B"	49	1	12	37
"RAB11FIP1"	1	2	1	98
"RAB11FIP5"	1	1	1	99
"RAB13"	6	14	15	65
"RAB14"	3	3	1	94
"RAB18"	2	11	3	84
"RAB1A"	19	3	26	52
"RAB1B"	25	1	1	73
"RAB21"	19	1	1	81
"RAB22A"	17	6	1	77
"RAB23"	1	1	1	99
"RAB27A"	1	1	1	99
"RAB29"	1	1	1	100
"RAB2A"	3	2	1	94
"RAB31"	1	1	1	99
"RAB32"	17	1	1	82
"RAB34"	41	1	1	57
"RAB35"	1	15	18	67
"RAB3D"	1	1	1	100
"RAB3GAP2"	47	1	1	52
"RAB43"	1	4	6	90
"RAB4A"	4	1	1	96
"RAB4B"	1	1	1	100
"RAB5A"	18	2	1	80
"RAB5B"	12	2	1	86
"RAB5C"	43	2	3	53
"RAB6A"	17	1	1	82
"RAB6B"	1	1	1	100
"RAB7A"	21	2	16	61
"RAB8A"	13	12	1	75
"RAB8B"	1	11	1	89
"RAB9A"	1	1	1	100
"RAB9B"	1	100	1	1
"RABAC1"	2	1	1	98
"RABEP2"	100	1	1	1
"RABGAP1"	84	13	1	2
"RABGGTB"	100	1	1	1
"RABIF"	81	1	1	17
"RABL3"	1	1	1	100
"RABL6"	100	1	1	1
"RAC2"	52	1	1	47
"RACGAP1"	1	4	65	29
"RAD21"	1	42	23	36
"RAD23A"	76	1	1	24
"RAD23B"	75	4	3	19
"RAD50"	4	7	1	89
"RAE1"	6	25	62	7
"RAI14"	4	14	37	45
"RALA"	1	12	2	85
"RALB"	1	11	1	89
"RALY"	1	16	82	2
"RANBP1"	85	1	1	15
"RANBP2"	3	29	51	16
"RANBP3"	41	1	1	59
"RANBP6"	100	1	1	1
"RANGAP1"	63	2	2	33
"RAP1A"	1	7	1	93
"RAP1B"	5	11	6	78
"RAP1GDS1"	100	1	1	1
"RAP2B"	1	12	5	82
"RAPH1"	100	1	1	1
"RARS"	81	1	1	18
"RASA1"	100	1	1	1
"RASA4"	100	1	1	1
"RASAL2"	19	34	33	15
"RASSF7"	100	1	1	1
"RAVER1"	9	32	1	59
"RB1"	56	4	1	40
"RB1CC1"	17	5	1	78
"RBBP4"	45	5	9	41
"RBBP5"	1	26	1	74
"RBBP6"	1	22	10	68
"RBBP9"	100	1	1	1
"RBFOX1"	1	50	1	50
"RBFOX2"	1	23	37	39
"RBM10"	1	68	25	7
"RBM12"	53	1	3	43
"RBM12B"	1	63	37	1
"RBM14"	1	34	55	12
"RBM15"	1	79	18	3
"RBM15B"	1	89	1	11
"RBM17"	3	59	36	2
"RBM19"	1	33	67	1
"RBM22"	20	18	61	1
"RBM25"	1	47	35	18
"RBM26"	1	22	1	78
"RBM27"	1	13	1	87
"RBM28"	1	34	65	1
"RBM3"	16	35	30	20
"RBM33"	9	1	1	91
"RBM34"	1	36	64	1
"RBM38"	39	29	1	32
"RBM39"	2	34	29	35
"RBM4"	1	21	55	23
"RBM42"	1	51	1	49
"RBM45"	1	57	43	1
"RBM4B"	1	100	1	1
"RBM5"	1	100	1	1
"RBM6"	1	66	15	19
"RBM8A"	44	12	36	8
"RBMS1"	31	5	42	22
"RBMS2"	32	36	1	31
"RBMX"	1	42	43	14
"RBMX2"	1	100	1	1
"RBMXL1"	1	42	53	5
"RBPJ"	1	100	1	1
"RBX1"	58	1	1	42
"RCC1"	3	51	44	2
"RCC2"	73	4	1	21
"RCL1"	1	26	67	7
"RCN1"	1	4	7	89
"RCN2"	1	5	13	82
"RCN3"	1	3	1	97
"RCOR1"	1	16	20	64
"RDH11"	1	1	6	93
"RDH14"	1	1	1	100
"RDX"	33	3	1	64
"RECQL"	44	5	1	52
"RECQL4"	19	3	1	78
"REEP3"	1	100	1	1
"REEP4"	1	1	1	100
"REEP5"	5	1	1	94
"REEP6"	1	1	1	100
"REL"	100	1	1	1
"RELA"	82	1	18	1
"RELL1"	1	1	1	99
"REPS1"	86	1	1	14
"RER1"	1	5	8	88
"RETSAT"	1	1	1	100
"REXO2"	82	1	1	18
"REXO4"	1	69	31	1
"RFC1"	1	9	18	73
"RFC2"	10	17	18	56
"RFC3"	2	5	20	73
"RFC4"	15	12	1	73
"RFC5"	23	4	3	70
"RFK"	97	1	1	3
"RFT1"	1	1	1	100
"RFTN1"	1	20	1	80
"RFX1"	1	98	1	2
"RGPD5"	7	93	1	1
"RGS10"	97	1	1	3
"RHEB"	77	1	1	22
"RHOA"	63	1	1	37
"RHOB"	1	1	1	100
"RHOC"	70	1	1	30
"RHOF"	1	53	1	47
"RHOG"	7	3	1	90
"RHOT1"	1	1	1	100
"RHOT2"	1	1	51	47
"RIC8A"	91	1	1	9
"RICTOR"	99	1	1	1
"RIF1"	2	35	1	63
"RIN1"	57	3	1	39
"RING1"	1	54	1	46
"RMDN1"	1	2	1	98
"RMDN3"	1	33	61	6
"RMND1"	1	18	28	54
"RNASEH2A"	87	1	1	13
"RNASEH2B"	100	1	1	1
"RNASEH2C"	74	1	1	26
"RNASET2"	1	1	1	99
"RND3"	1	1	1	100
"RNF115"	49	1	49	2
"RNF123"	16	42	1	42
"RNF181"	100	1	1	1
"RNF2"	29	21	13	37
"RNF20"	1	1	1	98
"RNF213"	68	1	1	31
"RNF25"	92	1	1	8
"RNF40"	9	2	1	90
"RNH1"	80	1	1	20
"RNMT"	19	12	1	70
"RNPEP"	97	1	1	3
"RNPS1"	1	39	53	7
"ROBO1"	1	2	33	65
"ROCK1"	69	1	1	31
"ROCK2"	85	1	1	15
"RP2"	1	34	1	66
"RPA1"	56	5	1	39
"RPA2"	66	6	1	28
"RPA3"	61	8	1	31
"RPAP1"	97	1	1	3
"RPAP3"	97	1	1	3
"RPE"	83	1	1	17
"RPF1"	1	38	62	1
"RPF2"	1	42	58	1
"RPIA"	89	1	1	11
"RPL10A"	60	2	13	24
"RPL11"	60	3	15	21
"RPL12"	48	6	27	19
"RPL13"	59	2	21	18
"RPL13A"	59	1	6	34
"RPL14"	48	2	30	20
"RPL15"	72	2	8	18
"RPL17"	54	2	20	24
"RPL18"	73	1	6	19
"RPL18A"	70	1	14	15
"RPL19"	65	1	21	13
"RPL21"	59	1	16	24
"RPL22"	55	4	15	26
"RPL22L1"	58	5	2	35
"RPL23"	59	3	20	18
"RPL23A"	71	2	7	20
"RPL24"	75	4	2	19
"RPL26"	72	2	8	19
"RPL26L1"	75	3	1	22
"RPL27"	73	1	9	17
"RPL27A"	65	4	7	24
"RPL28"	72	1	2	25
"RPL29"	86	2	1	12
"RPL3"	50	2	28	20
"RPL30"	56	4	18	23
"RPL31"	73	1	1	26
"RPL32"	47	1	33	20
"RPL34"	69	4	10	17
"RPL35"	60	1	1	39
"RPL35A"	39	3	12	46
"RPL36"	36	4	45	15
"RPL36A"	54	3	30	13
"RPL37A"	24	1	27	49
"RPL38"	77	7	4	12
"RPL39P5"	39	3	36	23
"RPL4"	50	4	28	18
"RPL5"	61	2	19	18
"RPL6"	54	2	19	25
"RPL7"	69	1	15	15
"RPL7A"	55	2	28	14
"RPL7L1"	21	2	66	11
"RPL8"	69	2	8	22
"RPL9"	62	3	15	20
"RPLP0"	58	2	19	21
"RPLP0P6"	1	50	1	50
"RPLP1"	31	34	1	35
"RPLP2"	80	2	2	16
"RPN1"	1	13	27	61
"RPN2"	1	3	26	71
"RPP14"	1	26	1	74
"RPP25L"	27	38	1	35
"RPP30"	1	38	15	46
"RPP38"	1	21	33	45
"RPP40"	1	22	1	78
"RPRD1A"	1	51	1	49
"RPRD1B"	36	12	20	32
"RPRD2"	16	36	1	48
"RPS10"	79	1	1	20
"RPS11"	52	2	23	23
"RPS12"	61	6	9	25
"RPS13"	55	1	2	43
"RPS14"	49	2	29	20
"RPS15"	40	1	1	59
"RPS15A"	54	2	5	39
"RPS16"	52	2	9	37
"RPS17"	65	2	9	24
"RPS18"	60	3	2	35
"RPS19"	68	2	1	30
"RPS19BP1"	1	52	26	22
"RPS2"	59	2	12	26
"RPS20"	55	1	5	39
"RPS21"	59	2	3	36
"RPS23"	62	2	6	30
"RPS24"	53	1	19	26
"RPS25"	69	2	3	26
"RPS26"	83	1	10	6
"RPS27"	55	2	29	14
"RPS27A"	69	9	5	16
"RPS27L"	49	2	29	21
"RPS28"	61	1	1	37
"RPS29"	60	1	1	40
"RPS3"	51	3	14	31
"RPS3A"	50	4	15	32
"RPS4X"	55	2	17	27
"RPS4Y1"	99	1	1	1
"RPS5"	61	2	18	20
"RPS6"	60	2	7	32
"RPS6KA1"	97	1	1	3
"RPS6KA3"	100	1	1	1
"RPS6KB1"	100	1	1	1
"RPS7"	61	3	2	34
"RPS8"	46	2	29	24
"RPS9"	66	2	7	26
"RPSA"	54	4	5	36
"RPTOR"	61	29	1	10
"RPUSD2"	56	1	1	44
"RQCD1"	88	1	1	12
"RRAGA"	49	2	1	49
"RRAGB"	1	1	1	100
"RRAGC"	24	37	1	39
"RRAS"	1	30	1	69
"RRAS2"	1	4	1	96
"RRBP1"	9	6	2	83
"RRM1"	95	1	1	5
"RRM2"	88	1	1	12
"RRM2B"	71	1	1	29
"RRP1"	1	8	80	11
"RRP12"	1	18	62	20
"RRP15"	1	31	66	4
"RRP1B"	1	35	38	27
