Gene	Rodriguez-Pineiro_1	Rodriguez-Pineiro_2	Rodriguez-Pineiro_3	Rodriguez-Pineiro_4	Rodriguez-Pineiro_5	Rodriguez-Pineiro_6	Rodriguez-Pineiro_7	Rodriguez-Pineiro_8	Rodriguez-Pineiro_9	Rodriguez-Pineiro_10	Rodriguez-Pineiro_11
PHLDA2	108	84	1	4	1	1	1	1	1	1	1
PHYH	1	1	1	1	1	8	8	40	42	48	54
PI4KA	1	1	1	1	1	1	1	1	1	1	1
PICALM	1	1	1	1	68	64	50	18	1	1	1
PIGK	1	1	1	1	40	50	34	1	52	16	10
PIGS	1	1	8	1	26	60	50	18	12	12	16
PIGT	1	1	6	6	30	50	34	16	38	16	6
PITRM1	1	106	1	1	1	1	8	12	44	22	8
PKLR	1	200	1	1	1	1	1	1	1	1	1
PKM	80	64	16	4	8	8	6	6	1	1	6
PKN2	188	6	1	4	1	1	1	1	1	1	1
PKP2	36	66	16	24	18	12	12	1	8	4	1
PKP3	60	76	32	4	10	6	4	1	1	1	4
PLCB3	1	88	90	6	8	1	1	1	1	1	1
PLCD3	62	96	12	6	12	6	1	1	1	1	1
PLCH1	1	1	1	10	14	60	34	28	42	6	6
PLD3	194	1	1	1	1	6	1	1	1	1	1
PLEC	158	1	1	42	1	1	1	1	1	1	1
PLEKHA5	1	1	1	1	1	1	1	1	1	1	1
PLEKHA6	1	1	1	1	1	1	1	1	1	1	1
PLIN3	28	10	1	4	28	20	42	52	1	1	18
PLOD1	1	1	1	1	34	82	28	22	20	4	10
PLOD3	1	1	4	1	16	74	46	22	20	6	12
PLP2	108	32	1	1	36	1	10	10	1	1	4
PLRG1	1	24	150	1	12	4	8	1	1	1	1
PLS1	32	54	80	10	10	6	4	1	1	1	1
PLS3	26	54	104	6	1	4	1	1	1	1	1
PLXNA1	1	158	30	10	1	1	1	1	1	1	1
PLXNB2	48	72	60	8	4	1	4	1	1	1	1
PML	110	1	1	1	1	1	1	1	1	10	80
PMPCA	1	1	1	1	1	12	16	38	94	20	20
PMPCB	1	1	1	1	1	1	30	60	80	16	12
PNKD	1	1	1	1	1	1	1	1	1	114	86
PNN	1	1	88	10	56	22	16	1	1	1	4
PNP	134	52	1	1	1	1	6	4	1	1	4
PNPLA6	1	1	1	1	36	64	48	16	14	8	12
PNPT1	1	1	1	1	1	1	24	16	96	34	28
PODXL	1	26	56	14	62	14	20	6	4	1	1
POLDIP2	1	1	1	1	1	1	22	66	46	30	34
POLDIP3	1	88	112	1	1	1	1	1	1	1	1
POLR1C	1	116	84	1	1	1	1	1	1	1	1
POLR2B	22	36	134	1	1	1	1	1	1	1	1
POLR2E	154	1	46	1	1	1	1	1	1	1	1
POLR2H	1	200	1	1	1	1	1	1	1	1	1
POLR2L	1	1	1	1	1	1	1	1	1	1	1
POLRMT	1	1	1	1	1	1	12	84	62	4	38
POMGNT2	1	1	1	1	1	28	172	1	1	1	1
PON2	1	1	1	1	20	22	50	26	46	10	28
POP1	1	84	116	1	1	1	1	1	1	1	1
POR	1	4	24	10	30	46	28	18	24	6	10
POTEE	1	194	1	1	1	1	1	1	1	1	1
PPA2	8	6	1	1	1	14	18	30	72	28	26
PPAN	1	1	1	1	1	1	1	1	1	1	1
PPFIA1	1	200	1	1	1	1	1	1	1	1	1
PPIA	8	40	26	6	22	40	20	14	1	14	10
PPIB	6	28	1	1	22	58	20	8	14	32	12
PPIC	1	1	128	1	1	1	1	1	38	1	30
PPID	100	100	1	1	1	1	1	1	1	1	1
PPIE	96	62	14	8	6	4	1	4	1	1	1
PPIG	200	1	1	1	1	1	1	1	1	1	1
PPIH	1	1	1	1	200	1	1	1	1	1	1
PPIL1	1	1	1	1	1	1	1	1	1	1	1
PPP1CA	38	70	76	4	10	1	1	1	1	1	1
PPP1CB	18	134	42	1	4	1	1	1	1	1	1
PPP1CC	1	104	86	1	8	1	1	1	1	1	1
PPP1R10	1	1	1	1	1	1	1	1	1	1	1
PPP1R12A	118	1	1	1	1	1	82	1	1	1	1
PPP2CA	68	70	24	6	8	10	1	4	1	1	6
PPP2R1A	52	82	50	8	4	1	1	1	1	1	1
PPP2R4	112	88	1	1	1	1	1	1	1	1	1
PPT1	90	110	1	1	1	1	1	1	1	1	1
PQBP1	1	1	1	1	200	1	1	1	1	1	1
PRAF2	16	84	44	1	26	28	1	1	1	1	1
PRCP	30	170	1	1	1	1	1	1	1	1	1
PRDX1	90	42	14	4	6	6	6	8	10	4	6
PRDX2	102	58	16	4	1	1	1	6	6	1	1
PRDX3	48	112	40	1	1	1	1	1	1	1	1
PRDX4	8	42	32	4	12	24	14	14	28	10	10
PRDX5	36	12	1	1	10	18	16	26	1	48	32
PRDX6	104	34	1	1	18	22	4	6	1	4	6
PREB	1	1	1	1	6	124	16	30	14	1	10
PRKAA1	1	1	130	34	20	16	1	1	1	1	1
PRKACA	126	52	4	4	6	1	1	4	6	1	1
PRKAG1	190	1	1	1	10	1	1	1	1	1	1
PRKAG2	1	1	1	1	1	1	1	1	1	1	1
PRKAR2A	130	6	1	1	1	1	6	16	36	1	1
PRKCI	1	1	200	1	1	1	1	1	1	1	1
PRKCSH	1	1	1	4	36	56	32	28	22	4	14
PRKDC	8	82	42	4	12	10	8	4	10	4	18
PRKRA	1	56	126	1	12	4	1	1	1	1	1
PRMT5	194	6	1	1	1	1	1	1	1	1	1
PROM2	146	48	6	1	1	1	1	1	1	1	1
PRPF19	1	58	92	6	12	14	10	1	1	1	1
PRPF3	48	132	1	1	1	20	1	1	1	1	1
PRPF31	6	142	38	14	1	1	1	1	1	1	1
PRPF38A	1	1	1	1	200	1	1	1	1	1	1
PRPF4	1	192	4	1	4	1	1	1	1	1	1
PRPF4B	1	46	154	1	1	1	1	1	1	1	1
PRPF6	4	48	148	1	1	1	1	1	1	1	1
PRPF8	1	48	40	6	30	34	20	8	6	1	4
PRRC2A	1	200	1	1	1	1	1	1	1	1	1
PRRC2B	1	1	1	1	1	1	1	1	1	1	1
PRRC2C	1	108	82	4	4	1	1	1	1	1	1
PRSS8	60	1	90	1	50	1	1	1	1	1	1
PSAP	150	48	4	1	1	1	1	1	1	1	1
PSAT1	162	38	1	1	1	1	1	1	1	1	1
PSIP1	1	94	84	4	6	1	1	1	1	1	4
PSMA1	152	48	1	1	1	1	1	1	1	1	1
PSMA2	152	1	1	1	46	1	1	1	1	1	1
PSMA3	156	44	1	1	1	1	1	1	1	1	1
PSMA4	160	40	1	1	1	1	1	1	1	1	1
PSMA5	126	74	1	1	1	1	1	1	1	1	1
PSMA6	132	64	4	1	1	1	1	1	1	1	1
PSMA7	146	50	4	1	1	1	1	1	1	1	1
PSMB1	140	60	1	1	1	1	1	1	1	1	1
PSMB2	160	30	10	1	1	1	1	1	1	1	1
PSMB3	142	46	12	1	1	1	1	1	1	1	1
PSMB4	148	50	1	1	1	1	1	1	1	1	1
PSMB5	148	48	4	1	1	1	1	1	1	1	1
PSMB6	144	56	1	1	1	1	1	1	1	1	1
PSMB7	184	16	1	1	1	1	1	1	1	1	1
PSMB8	200	1	1	1	1	1	1	1	1	1	1
PSMB9	148	48	4	1	1	1	1	1	1	1	1
PSMC1	152	44	4	1	1	1	1	1	1	1	1
PSMC2	160	38	1	1	1	1	1	1	1	1	1
PSMC3	160	38	1	1	1	1	1	1	1	1	1
PSMC4	152	48	1	1	1	1	1	1	1	1	1
PSMC5	166	34	1	1	1	1	1	1	1	1	1
PSMC6	118	80	1	1	1	1	1	1	1	1	1
PSMD1	186	14	1	1	1	1	1	1	1	1	1
PSMD10	200	1	1	1	1	1	1	1	1	1	1
PSMD11	178	22	1	1	1	1	1	1	1	1	1
PSMD12	162	38	1	1	1	1	1	1	1	1	1
PSMD13	144	56	1	1	1	1	1	1	1	1	1
PSMD14	186	14	1	1	1	1	1	1	1	1	1
PSMD2	164	28	4	1	1	1	1	1	1	1	1
PSMD3	182	18	1	1	1	1	1	1	1	1	1
PSMD4	200	1	1	1	1	1	1	1	1	1	1
PSMD5	180	18	1	1	1	1	1	1	1	1	1
PSMD6	142	58	1	1	1	1	1	1	1	1	1
PSMD7	154	44	1	1	1	1	1	1	1	1	1
PSMD8	168	30	1	1	1	1	1	1	1	1	1
PSME1	196	4	1	1	1	1	1	1	1	1	1
PSME3	200	1	1	1	1	1	1	1	1	1	1
PSMG1	200	1	1	1	1	1	1	1	1	1	1
PTBP1	4	94	74	6	6	8	1	1	1	1	1
PTBP2	8	68	84	4	10	10	6	4	1	1	4
PTCD3	1	1	1	1	1	10	8	6	148	26	1
PTGES2	1	1	1	1	10	16	30	42	50	30	22
PTGFRN	32	82	74	4	1	1	1	1	1	1	1
PTMA	102	42	26	6	1	1	1	12	1	1	14
PTMS	200	1	1	1	1	1	1	1	1	1	1
PTP4A1	38	162	1	1	1	1	1	1	1	1	1
PTPLAD1	1	1	1	4	26	36	38	12	46	20	20
PTPLB	1	1	1	8	8	32	34	22	8	44	44
PTPMT1	1	1	1	1	1	1	1	58	1	142	1
PTPN1	1	1	1	6	1	106	48	8	26	1	4
PTPRA	30	120	14	36	1	1	1	1	1	1	1
PTPRE	38	118	42	1	1	1	1	1	1	1	1
PTPRG	1	188	1	8	1	1	6	1	1	1	1
PUF60	1	78	122	1	1	1	1	1	1	1	1
PURA	1	86	90	6	12	1	1	1	1	1	1
PURB	1	102	82	8	6	1	1	1	1	1	1
PUS1	1	1	1	1	1	1	1	78	1	94	28
PVR	1	1	1	1	1	1	1	1	1	1	1
PVRL2	144	1	1	1	28	28	1	1	1	1	1
PWP1	1	102	98	1	1	1	1	1	1	1	1
PWP2	1	1	200	1	1	1	1	1	1	1	1
PXMP2	1	1	1	1	1	1	20	28	1	76	76
PXMP4	1	1	1	1	1	8	6	46	1	86	54
PYCR1	1	1	1	1	24	4	12	30	70	42	16
PYCR2	1	1	1	1	1	6	10	60	28	44	54
PYGB	190	4	1	1	1	1	1	1	1	1	1
QARS	126	54	10	1	1	1	1	1	1	1	1
QDPR	136	1	1	1	1	1	1	1	1	1	64
QPCTL	1	16	1	1	28	50	48	14	22	4	18
QSOX2	1	200	1	1	1	1	1	1	1	1	1
RAB10	36	44	30	8	18	14	12	12	12	8	6
RAB11B	72	32	46	4	10	14	8	6	8	1	1
RAB11FIP1	22	44	74	24	20	8	4	4	1	1	1
RAB13	154	1	22	12	12	1	1	1	1	1	1
RAB14	52	46	36	10	10	12	8	12	10	4	4
RAB15	44	66	48	6	8	1	10	4	10	1	1
RAB18	26	60	62	8	12	10	6	8	1	4	4
RAB1A	44	46	32	8	14	10	12	8	8	10	8
RAB1B	44	52	26	8	10	14	12	10	10	8	6
RAB20	106	1	1	1	94	1	1	1	1	1	1
RAB21	26	42	28	6	16	24	12	14	14	8	12
RAB22A	22	1	178	1	1	1	1	1	1	1	1
RAB23	66	134	1	1	1	1	1	1	1	1	1
RAB25	40	48	44	8	18	16	6	8	8	1	1
RAB27A	1	98	1	1	22	36	1	28	1	1	14
RAB27B	38	44	20	10	12	14	12	4	26	1	14
RAB2A	22	110	34	4	6	8	6	6	1	1	1
RAB32	24	116	1	6	20	10	14	1	1	4	6
RAB33B	32	142	26	1	1	1	1	1	1	1	1
RAB35	60	54	18	6	10	14	12	6	12	6	1
RAB3A	46	32	28	8	16	18	14	8	10	4	14
RAB3D	118	1	1	1	1	54	1	1	1	1	28
RAB4A	32	28	138	4	1	1	1	1	1	1	1
RAB5A	28	68	30	6	12	18	10	8	12	6	4
RAB5B	62	40	42	8	6	14	8	1	6	4	8
RAB5C	62	34	32	8	12	12	10	8	12	6	4
RAB6A	62	66	32	4	10	6	4	4	6	1	1
RAB6C	1	1	1	1	1	1	1	1	1	1	1
RAB7A	30	46	34	8	12	20	14	10	14	10	6
RAB8A	46	32	26	8	18	28	18	8	12	1	6
RAB8B	14	66	1	1	20	70	1	1	30	1	1
RAB9A	1	1	1	1	1	110	1	1	90	1	1
RABL3	1	1	1	10	58	52	38	34	8	1	1
RAC1	56	76	42	8	8	6	1	1	1	1	1
RAD23B	168	32	1	1	1	1	1	1	1	1	1
RALA	74	56	28	6	12	8	4	4	4	1	1
RALB	86	54	32	8	8	6	4	1	1	1	1
RALY	40	32	104	6	12	6	1	1	1	1	1
RALYL	1	4	38	4	32	76	24	10	6	1	4
RAN	68	74	40	1	1	1	1	6	6	1	4
RANBP1	104	84	1	1	1	1	1	1	1	1	12
RANBP2	6	1	82	1	1	1	4	1	30	32	46
RANBP9	82	72	46	1	1	1	1	1	1	1	1
RAP1A	50	82	60	1	8	1	1	1	1	1	1
RAP1B	46	66	38	10	14	10	6	6	1	4	1
RAP2B	122	6	48	22	1	1	1	1	1	1	1
RARS	108	32	52	1	1	1	1	1	1	1	4
RBBP4	18	128	50	1	1	1	1	1	1	1	1
RBM14	1	130	70	1	1	1	1	1	1	1	1
RBM15	1	54	146	1	1	1	1	1	1	1	1
RBM17	1	1	1	26	1	144	28	1	1	1	1
RBM22	1	1	1	4	58	90	44	1	4	1	1
RBM26	1	200	1	1	1	1	1	1	1	1	1
RBM27	1	60	126	1	1	1	1	1	14	1	1
RBM3	16	140	44	1	1	1	1	1	1	1	1
RBM39	1	50	142	4	1	1	1	1	1	1	1
RBM4	1	98	86	1	4	1	6	1	1	1	1
RBM42	1	38	162	1	1	1	1	1	1	1	1
RBM47	1	70	124	4	1	1	1	1	1	1	1
RBM8A	4	18	46	6	70	26	6	8	1	10	6
RBMX	1	68	90	10	16	8	4	1	1	1	1
RBMX2	1	200	1	1	1	1	1	1	1	1	1
RBX1	104	96	1	1	1	1	1	1	1	1	1
RCL1	1	114	86	1	1	1	1	1	1	1	1
RCN1	1	8	10	6	28	40	34	30	20	6	16
RCN2	1	1	1	10	14	84	28	14	44	1	1
RDH11	1	20	20	4	30	26	26	20	22	10	18
RDH13	1	1	1	1	1	1	28	36	102	22	10
RDH14	1	1	1	8	26	86	34	12	16	10	8
REEP4	1	36	138	1	6	1	1	8	1	1	10
REEP5	10	24	68	12	30	24	10	6	1	6	8
REEP6	82	1	100	1	18	1	1	1	1	1	1
REPS1	1	1	1	1	136	1	30	34	1	1	1
RER1	1	76	1	1	38	82	1	1	1	1	1
RETSAT	1	1	12	10	28	44	38	10	36	10	12
RFC1	1	66	134	1	1	1	1	1	1	1	1
RFC2	1	142	58	1	1	1	1	1	1	1	1
RFC3	1	166	30	4	1	1	1	1	1	1	1
RFC4	1	64	136	1	1	1	1	1	1	1	1
RFC5	1	106	94	1	1	1	1	1	1	1	1
RHOA	66	66	28	6	10	6	4	8	1	4	1
RHOC	26	52	30	18	20	24	8	18	1	1	6
RHOF	56	68	54	6	10	1	1	4	1	1	1
RHOG	190	1	1	1	1	10	1	1	1	1	1
RHOT1	1	1	1	1	1	12	32	24	114	1	14
RHOT2	42	44	24	4	1	10	14	14	36	6	6
RINT1	1	1	1	1	70	120	10	1	1	1	1
RNASET2	200	1	1	1	1	1	1	1	1	1	1
RNF213	26	156	20	1	1	1	1	1	1	1	1
RNH1	154	1	1	10	1	1	1	30	1	1	6
RNMTL1	1	20	1	1	1	1	14	26	138	1	1
ROCK1	1	180	1	1	1	1	1	1	14	1	1
ROCK2	48	1	1	1	1	1	1	1	22	18	110
RP2	40	96	38	6	6	6	4	1	1	1	1
RPA1	4	1	4	1	50	84	28	1	1	1	26
RPF2	1	20	180	1	1	1	1	1	1	1	1
RPL10	22	56	94	6	6	1	4	1	1	1	1
RPL10A	4	72	84	6	6	6	4	6	6	4	4
RPL11	1	76	100	8	6	4	1	1	1	1	1
RPL12	1	70	92	12	8	6	1	4	1	4	4
RPL13	14	66	82	8	6	6	4	4	4	1	4
RPL13A	20	56	94	8	1	4	4	4	4	1	1
RPL14	10	64	90	12	6	6	1	4	1	1	4
RPL17	1	84	80	6	10	6	1	4	1	1	1
RPL18	12	68	90	8	6	6	1	1	1	1	1
RPL18A	1	78	84	12	6	6	1	4	1	4	4
RPL19	42	52	46	12	10	10	4	6	6	6	6
RPL21	1	92	90	6	4	1	1	1	1	1	1
RPL22	4	78	98	12	4	4	1	1	1	1	1
RPL22L1	1	60	104	12	8	8	1	1	1	1	1
RPL23	8	54	106	12	8	4	1	1	1	1	1
RPL23A	1	78	98	6	4	6	1	1	1	1	1
RPL24	1	78	88	8	6	6	1	4	1	1	1
RPL26	1	90	110	1	1	1	1	1	1	1	1
RPL26L1	1	78	88	8	6	6	4	1	1	4	1
RPL27	1	56	110	12	6	6	1	1	1	4	4
RPL27A	1	72	84	10	8	10	4	4	1	4	4
RPL28	1	76	88	8	6	6	1	4	1	4	4
RPL29	4	78	76	12	6	6	4	4	1	4	4
RPL3	1	82	90	6	6	6	4	1	1	1	1
RPL30	1	62	114	12	4	4	1	1	1	1	1
RPL31	4	68	96	10	6	6	1	4	1	1	1
RPL32	1	70	110	6	4	4	1	1	1	1	1
RPL34	1	54	94	16	8	10	4	4	1	6	4
RPL35	4	56	92	16	6	8	4	4	1	4	4
RPL35A	1	62	104	16	8	6	1	1	1	1	1
RPL36	1	58	102	14	8	8	1	1	1	1	1
RPL36AL	1	60	108	10	6	6	1	1	1	1	1
RPL37	1	92	94	10	1	6	1	1	1	1	1
RPL37A	1	48	144	4	4	1	1	1	1	1	1
RPL38	6	68	112	12	1	1	1	1	1	1	1
RPL39	1	76	106	8	6	6	1	1	1	1	1
RPL4	1	86	74	10	6	6	4	6	4	1	1
RPL5	1	102	84	1	1	1	1	1	1	1	1
RPL6	1	72	98	6	4	6	1	1	1	1	1
RPL7	1	78	88	8	6	4	4	4	4	1	4
RPL7A	1	90	72	8	6	6	4	4	4	1	4
RPL7L1	1	158	42	1	1	1	1	1	1	1	1
RPL8	1	72	86	8	8	6	4	4	4	4	4
RPL9	16	48	126	1	4	1	1	1	1	1	1
RPLP0	1	98	60	10	6	8	4	4	4	1	4
RPLP1	1	60	136	4	1	1	1	1	1	1	1
RPLP2	1	90	74	16	6	4	1	1	1	1	4
RPN1	1	1	14	8	26	40	22	14	40	10	24
RPN2	1	1	4	4	24	42	38	16	36	16	20
RPS10	16	86	82	8	4	1	1	1	1	1	1
RPS11	14	58	96	12	4	8	1	1	1	1	1
RPS12	30	110	56	4	1	1	1	1	1	1	1
RPS13	18	70	82	10	1	6	4	1	1	1	4
RPS14	18	82	70	12	6	4	1	1	1	1	4
RPS15	18	82	80	6	6	4	1	1	1	1	1
RPS15A	14	62	86	14	8	6	4	1	1	1	1
RPS16	22	78	66	12	8	8	1	1	1	1	1
RPS17	14	86	80	8	6	1	1	1	1	1	1
RPS18	22	80	68	12	6	6	1	1	1	1	1
RPS19	18	76	78	10	4	4	1	1	1	1	1
RPS2	18	72	88	4	4	4	1	1	1	1	1
RPS20	20	78	84	8	1	1	1	1	1	1	1
RPS21	20	150	28	1	1	1	1	1	1	1	1
RPS23	16	64	96	8	6	4	1	1	1	1	1
RPS24	10	56	118	8	4	1	1	1	1	1	1
RPS25	26	64	76	10	6	6	1	1	1	1	4
RPS26	12	60	90	14	8	6	1	1	1	4	4
RPS27	14	90	88	6	1	1	1	1	1	1	1
RPS27A	50	50	28	6	12	12	8	8	4	8	14
RPS27L	4	134	62	1	1	1	1	1	1	1	1
RPS28	24	128	42	4	1	1	1	1	1	1	1
RPS29	10	56	118	10	1	1	1	1	1	1	1
RPS3	24	70	90	4	1	1	1	1	1	1	1
RPS3A	16	68	88	8	6	4	1	1	1	1	1
RPS4X	22	74	64	10	8	8	4	4	1	1	4
RPS5	20	80	78	8	4	1	1	1	1	1	1
RPS6	16	68	94	6	6	4	1	1	1	1	1
RPS7	12	70	84	10	6	6	4	4	1	1	1
RPS8	24	68	88	6	1	1	1	1	1	1	1
RPS9	18	82	72	8	6	6	1	1	1	1	1
RPSA	26	144	20	1	1	1	1	1	1	1	1
RQCD1	124	48	22	1	1	1	1	1	1	1	1
RRAGA	1	1	1	1	1	1	1	1	1	1	1
RRAGB	126	74	1	1	1	1	1	1	1	1	1
RRAGD	172	28	1	1	1	1	1	1	1	1	1
RRAS	86	76	32	4	1	1	1	1	1	1	1
RRAS2	60	106	22	4	6	1	4	1	1	1	1
RRBP1	1	1	4	1	18	40	36	22	40	16	20
RREB1	1	1	1	1	50	46	30	12	30	1	32
RRP1	1	126	74	1	1	1	1	1	1	1	1
RRP15	1	106	94	1	1	1	1	1	1	1	1
RRP1B	1	68	132	1	1	1	1	1	1	1	1
RRS1	1	110	88	1	1	1	1	1	1	1	1
RSBN1	1	1	200	1	1	1	1	1	1	1	1
RSL1D1	1	68	126	4	1	1	1	1	1	1	1
RSU1	90	104	1	1	6	1	1	1	1	1	1
RTN3	30	34	50	8	20	18	12	8	10	6	4
RTN4	12	50	58	8	20	22	8	10	6	1	4
RTTN	1	200	1	1	1	1	1	1	1	1	1
RUVBL1	96	48	56	1	1	1	1	1	1	1	1
RUVBL2	72	68	56	1	1	1	1	1	1	1	1
S100A10	30	132	30	8	1	1	1	1	1	1	1
S100A11	106	58	30	1	6	1	1	1	1	1	1
S100A13	38	72	90	1	1	1	1	1	1	1	1
S100A14	46	70	38	14	12	8	4	4	1	4	4
S100A16	36	78	36	12	14	8	4	4	1	4	6
S100A6	60	52	18	10	8	12	6	12	1	10	14
S100A7	1	1	1	1	200	1	1	1	1	1	1
S100A8	1	1	30	1	170	1	1	1	1	1	1
S100A9	1	1	40	1	160	1	1	1	1	1	1
S100P	54	56	30	8	8	8	6	12	1	8	10
SACM1L	4	14	14	4	44	36	34	20	20	4	8
SAFB	1	200	1	1	1	1	1	1	1	1	1
SAFB2	16	134	46	1	4	1	1	1	1	1	1
SAMD4B	1	1	1	1	1	1	1	1	1	1	1
SAMM50	1	1	1	1	1	1	32	44	112	10	1
SAP130	1	1	1	1	1	1	1	1	1	1	1
SAP18	1	148	20	1	10	14	8	1	1	1	1
SAR1A	130	20	6	1	4	12	4	8	8	1	4
SARNP	1	1	1	1	1	1	1	1	1	1	1
SARS	1	1	1	1	1	8	20	62	54	38	18
SARS2	200	1	1	1	1	1	1	1	1	1	1
SART1	1	52	146	1	1	1	1	1	1	1	1
SART3	24	54	122	1	1	1	1	1	1	1	1
SCAF8	10	148	18	24	1	1	1	1	1	1	1
SCAMP1	10	92	86	4	8	1	1	1	1	1	1
SCAMP2	28	74	60	12	10	8	4	1	1	1	1
SCAMP3	22	70	106	1	1	1	1	1	1	1	1
SCARB1	94	86	10	4	1	1	4	1	1	1	1
SCARB2	142	48	8	1	1	1	1	1	1	1	1
SCCPDH	1	1	1	1	1	42	88	62	8	1	1
SCD	1	14	18	6	26	48	20	22	18	10	18
SCFD1	8	42	48	6	28	34	16	1	8	1	6
SCFD2	1	1	16	1	56	128	1	1	1	1	1
SCIN	1	1	168	8	24	1	1	1	1	1	1
SCO1	1	1	1	1	12	8	24	36	62	36	24
SCO2	1	1	1	1	1	16	1	76	62	1	46
SCP2	1	1	1	1	1	10	12	32	10	74	60
SCPEP1	200	1	1	1	1	1	1	1	1	1	1
SCRIB	16	122	22	6	12	1	4	8	1	4	1
SDAD1	1	72	126	1	1	1	1	1	1	1	1
SDC1	12	188	1	1	1	1	1	1	1	1	1
SDCBP	98	72	24	4	1	1	1	1	1	1	1
SDCBP2	18	110	54	4	6	1	1	1	1	1	4
SDE2	1	1	1	1	1	1	1	1	1	1	1
SDF2	1	1	1	1	1	106	12	68	14	1	1
SDF2L1	1	1	1	1	38	60	24	36	12	30	1
SDF4	8	170	22	1	1	1	1	1	1	1	1
SDHA	1	1	1	1	14	22	22	40	52	32	18
SDHB	1	1	1	1	12	6	10	42	70	40	20
SEC11A	1	1	18	10	30	42	28	24	1	28	18
SEC11C	1	1	1	1	1	1	52	60	1	88	1
SEC16A	1	1	1	1	1	1	1	1	1	1	1
SEC22B	28	48	34	6	16	20	10	12	14	6	6
SEC23A	158	26	1	16	1	1	1	1	1	1	1
SEC61A1	1	1	4	6	18	26	36	24	30	26	30
SEC61B	1	1	8	6	24	46	24	24	1	34	32
SEC61G	1	1	6	1	24	70	24	28	1	8	36
SEC62	1	1	1	8	30	78	32	30	8	1	14
SEC63	1	1	1	1	4	24	58	18	68	16	10
SECISBP2L	1	1	200	1	1	1	1	1	1	1	1
SEL1L	1	1	1	6	36	52	26	24	30	6	18
SEL1L3	1	1	1	1	1	18	54	24	18	72	14
SELH	1	98	102	1	1	1	1	1	1	1	1
SELK	1	1	1	1	1	200	1	1	1	1	1
SERBP1	22	110	62	1	1	1	1	1	1	1	1
SERPINB1	68	120	1	1	1	1	1	4	4	1	1
SERPINB5	94	64	1	4	1	10	8	12	1	1	6
SERPINB9	1	1	1	20	1	160	1	1	1	1	20
SERPINH1	1	4	12	6	24	58	32	20	24	12	6
SET	24	176	1	1	1	1	1	1	1	1	1
SF3A1	58	1	8	4	46	36	28	6	4	1	6
SF3A2	32	1	1	12	64	44	38	8	1	1	1
SF3A3	56	4	4	4	60	46	24	1	1	1	1
SF3B1	1	12	56	4	44	38	28	4	4	1	4
SF3B2	4	12	52	1	44	54	20	4	1	1	4
SF3B3	14	40	40	1	32	40	22	1	1	1	4
SF3B4	18	20	48	4	38	48	14	8	1	1	1
SF3B5	20	20	132	1	22	1	1	6	1	1	1
SFN	84	60	8	4	28	4	1	6	1	1	1
SFPQ	24	146	30	1	1	1	1	1	1	1	1
SFSWAP	1	60	140	1	1	1	1	1	1	1	1
SFT2D2	1	172	1	28	1	1	1	1	1	1	1
SFT2D3	30	170	1	1	1	1	1	1	1	1	1
SFXN1	1	1	1	1	10	12	28	34	60	34	18
SFXN3	1	1	1	1	1	1	1	68	52	66	14
SGPL1	1	1	6	6	16	46	52	18	34	8	18
SGSH	200	1	1	1	1	1	1	1	1	1	1
SH3BGRL	200	1	1	1	1	1	1	1	1	1	1
SH3BGRL3	1	1	1	4	26	46	52	20	20	16	18
SHMT2	1	1	1	1	4	10	32	48	62	18	24
SHROOM3	24	4	1	12	20	22	26	22	26	18	28
SIAE	186	14	1	1	1	1	1	1	1	1	1
SIGMAR1	1	1	6	6	22	38	24	24	30	28	22
SIL1	1	1	1	1	1	200	1	1	1	1	1
SIN3A	1	72	126	1	1	1	1	1	1	1	1
SKIV2L2	1	96	104	1	1	1	1	1	1	1	1
SKP1	16	110	68	4	1	1	1	1	1	1	4
SLAIN2	1	50	150	1	1	1	1	1	1	1	1
SLC12A2	14	58	50	6	20	16	16	6	6	4	1
SLC12A7	1	1	200	1	1	1	1	1	1	1	1
SLC12A9	1	1	1	1	1	1	1	1	1	1	1
SLC16A1	24	96	54	6	18	1	1	1	1	1	1
SLC16A3	40	80	40	8	12	8	4	1	1	1	1
SLC19A1	32	1	84	1	20	1	32	1	30	1	1
SLC1A5	40	80	56	8	8	1	1	1	1	1	1
SLC22A18	1	1	1	1	34	78	40	1	24	12	12
SLC25A1	1	1	1	1	12	16	28	28	56	46	16
SLC25A10	1	1	1	1	1	8	14	48	62	44	24
SLC25A11	1	1	1	1	12	18	26	32	58	40	12
SLC25A12	1	1	1	1	1	1	94	1	88	16	1
SLC25A13	1	1	1	1	1	10	34	12	82	30	28
SLC25A17	1	1	1	1	1	1	12	24	28	74	62
SLC25A21	1	1	1	1	1	1	1	34	88	78	1
SLC25A22	1	1	6	1	1	8	26	46	60	46	8
SLC25A24	1	1	1	1	1	14	40	48	48	36	14
SLC25A3	1	1	1	1	8	14	30	32	48	44	22
SLC25A4	1	1	1	1	4	1	14	56	62	50	16
SLC25A5	1	1	1	1	10	20	22	26	60	42	16
SLC25A6	6	1	1	1	14	14	22	28	46	44	22
SLC27A2	1	1	1	6	46	42	50	4	18	6	28
SLC27A4	1	1	28	4	12	36	36	12	24	28	22
SLC27A6	1	1	1	1	26	52	40	24	26	12	18
SLC2A1	72	1	1	14	1	84	32	1	1	1	1
SLC30A1	44	122	30	1	1	1	1	1	1	1	1
SLC30A7	1	128	54	1	8	1	1	4	1	1	1
